name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Zion &amp; Lennox,Zion & Lennox - Hipnosis (Video Oficial),5098805,85342,1784,0,2370
Zion &amp; Lennox,Zion & Lennox - Hola (Video Oficial),34488821,165399,5794,0,4603
Zion &amp; Lennox,Private Party - Zion y Lennox // Tour,13445,394,24,0,15
Zion &amp; Lennox,Rave - Zion y Lennox // Tour,8305,247,19,0,30
Zion &amp; Lennox,Minessota - Zion y Lennox // Tour,14430,359,23,0,16
Zion &amp; Lennox,MiamiBash 2018 - Zion y lennox // Tour,13448,425,15,0,22
Zion &amp; Lennox,Mexico Tour - Zion y Lenoox // Tour,10267,398,14,0,27
Zion &amp; Lennox,CDMX - Pepsi Center  - Zion y Lennox / Piso 21 //Tour,12342,453,16,0,19
Zion &amp; Lennox,Mezcla y La boom - Zion y Lennox // Tour,13351,490,17,0,20
Zion &amp; Lennox,kaya fest - Zion y Lennox // Tour,10294,432,17,0,36
Zion &amp; Lennox,Empire music festival Guatemala - Zion y Lennox // Tour,11017,588,18,0,24
Zion &amp; Lennox,Movistar Arena Chile - Zion y Lennox // Tour,13106,598,15,0,51
Zion &amp; Lennox,Ozuna x Zion & Lennox (Behind The Scenes Video Egoista),113141,2220,70,0,73
Zion &amp; Lennox,"Zion & Lennox - Lima Music Fest (Lima, Perú)",55547,1292,71,0,53
Zion &amp; Lennox,Urbanica EXA Monterrey 2017 (Festival del Estudiante),23621,537,51,0,21
Zion &amp; Lennox,Zion & Lennox - Miami Premios Juventud After Party,44350,1102,45,0,27
Zion &amp; Lennox,Zion & Lennox - Aruba Summer Music Festival,78330,1348,66,0,46
Zion &amp; Lennox,Zion & Lennox - Machu Picchu All Fest,54791,2348,52,0,150
Zion &amp; Lennox,Mi Tesoro - VIDEO OFICIAL | YA DISPONIBLE,62089,1337,30,0,45
Zion &amp; Lennox,Motivan2 Tour - Zion y Lennox (Chicago),41380,760,59,0,24
Zion &amp; Lennox,Motivan2 Tour - Zion y Lennox [Orlando],55678,1323,67,0,53
Zion &amp; Lennox,Motivan2 EuroTour - Zion & Lennox [Alemania],73277,1799,73,0,81
Zion &amp; Lennox,"Zion & Lennox ""El Concierto"" (Recap)",90923,2498,161,0,131
Zion &amp; Lennox,Alocate - Zion [Video Oficial] (clasicos Z & L ),670488,5823,190,0,226
Zion &amp; Lennox,Hay Algo En Ti - Zion y Lennox (Clasicos del reggaeton) [Video oficial],16415990,67953,3748,0,1912
Zion &amp; Lennox,Baila Conmigo - Zion y Lennox (Clasicos)  [Official Video],409762,2752,129,0,103
Zion &amp; Lennox,Yo Voy A Llegar - Zion (Clasicos) [Video Oficial],3907078,20455,1182,0,807
Zion &amp; Lennox,Si Te Vas - Kartier Ft Zion (Clasicos) [Video Oficial],363599,4127,139,0,171
Zion &amp; Lennox,Hello -  Zion (Los Benjamins) Clasicos [Video Oficial],163908,1603,66,0,40
Zion &amp; Lennox,Tu Principe - Daddy Yankee Ft. Zion y Lennox (Clasicos) [Video Oficial],449394,4850,177,0,173
Zion &amp; Lennox,Quien Mas Que Yo -  Cheka Ft Zion (Clasicos) [Video Oficial],354504,4216,148,0,131
Zion &amp; Lennox,No me compares -  Zion y Lennox (Motivando la Yal) [Audio],42561,246,41,0,10
Zion &amp; Lennox,Perdoname - Zion y Lennox (Motivando la Yal) [Audio],30907,308,28,0,14
Zion &amp; Lennox,Doncella remix - Zion y Lennox (Motivando la Yal) [Audio],49270,595,25,0,31
Zion &amp; Lennox,Remix - Zion y Lennox (Motivando la Yal) [Audio],22831,285,9,0,17
Zion &amp; Lennox,Ahora - Zion y Lennox (Motivando la Yal) [Audio],162369,1192,40,0,84
Zion &amp; Lennox,Quiero tenerte -  Zion y Lennox (Motivando la Yal) [Audio],81657,469,25,0,18
Zion &amp; Lennox,Mirame - Zion y Lennox (Motivando la Yal) [Audio],49618,288,12,0,5
Zion &amp; Lennox,Hace tiempo - Zion y Lennox (Motivando la Yal) [Audio],82373,329,21,0,9
Zion &amp; Lennox,No pares - Zion y Lennox (Motivando la Yal) [Audio],15360,118,7,0,5
Zion &amp; Lennox,El cantante - Zion y Lennox (Motivando la Yal) [Audio],12079,94,5,0,7
Zion &amp; Lennox,Hasta Abajo - Zion y Lennox (Motivando la Yal) [Audio],43152,135,16,0,7
Zion &amp; Lennox,Enamorate - Zion y Lennox (Motivando la Yal) [Audio],15337,160,6,0,5
Zion &amp; Lennox,Doncella - Zion y Lennox (Motivando la Yal) [Audio],936733,5315,235,0,197
Zion &amp; Lennox,Descontrolate - Zion y Lennox (Motivando la Yal) [Audio],67403,384,18,0,16
Zion &amp; Lennox,Yo Voy a Ti - Zion y Lennox Ft. Daddy Yankee (Motivando la Yal) [Audio],380884,2452,94,0,55
Zion &amp; Lennox,Bandida - Zion y Lennox (Motivando la Yal) [Video Oficial],418732,2625,94,0,122
Zion &amp; Lennox,Preparate - Zion y Lennox (Motivando la Yal) [Audio],62253,188,21,0,8
Zion &amp; Lennox,Intro Motivando la Yal - Zion y Lennox [Audio],121485,301,41,0,20
Zion &amp; Lennox,Love you now - Zion y Lennox - Los Verdaderos [Audio],48507,632,68,0,27
