name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Vogue,Priyanka Chopra & Nick Jonas Play the Newlywed Game | Vogue,2566963,83968,1914,0,5507
Vogue,Priyanka Chopra Dances to Nick Jonas’s Song “Close” | Vogue,1694456,40907,3037,0,2811
Vogue,Zendaya on the Fashion Industry and Her Instagram Influence | Vogue,143479,7620,73,0,351
Vogue,Lily Aldridge Shares Her Pregnancy Beauty Routine | Beauty Secrets | Vogue,457018,16149,326,0,745
Vogue,Inside Miguel and Nazanin Mandi's Wedding Preparations | 24 Hours With | Vogue,181340,7176,57,0,269
Vogue,Brazilian Pop Star Pabllo Vittar's Spectacular 15-Minute Drag Transformation | Beauty Secrets,1189312,159022,3983,0,9672
Vogue,The Victoria’s Secret Angels' Plaza Hotel Sleepover | Vogue,407935,13905,512,0,417
Vogue,Halima Aden's Epic Guide to Glowing Skin & Golden Eyes | Beauty Secrets | Vogue,733329,44561,504,0,2576
Vogue,"Gigi & Bella Hadid, Taylor Hill and More Victoria's Secret Models Play Two Truths and a Lie | Vogue",508644,13123,277,0,540
Vogue,Victoria Beckham Explains 6 Looks From Spice Girls To Now | Vogue,336709,9721,126,0,270
Vogue,"Meek Mill on Probation, Prison Reform, and What’s Next | Vogue",129712,3612,55,0,298
Vogue,Victoria's Secret Model Kelsey Merritt's Guide to Freckles & Better Brows | Beauty Secrets | Vogue,1779822,95236,937,0,4060
Vogue,73 Questions With Emily Blunt | Vogue,2734297,64813,1321,0,2898
Vogue,Elsa Hosk Unveils the Victoria’s Secret Fantasy Bra & Her Angel Makeup Look | Beauty Secrets,873945,27428,708,0,1218
Vogue,"Ciara Breaks Down 5 Iconic Dance Moves to ""Dose"" | Vogue",233124,10209,181,0,334
Vogue,Taylor Hill's 10-Minute Guide to Her Fall Look | Beauty Secrets | Vogue,3733165,114234,2089,0,3633
Vogue,"Kendall Jenner, Gigi Hadid, and Paloma Elsesser Tell Scary Stories | Vogue",328784,9283,374,0,411
Vogue,"Candice Swanepoel's 10-Minute Guide to ""Fake Natural"" Makeup and Faux Freckles | Beauty Secrets",4392405,145794,2171,0,5793
Vogue,73 Questions With Michael Kors | Vogue,644643,17985,438,0,963
Vogue,Zazie Beetz Explains Net Neutrality | Now You Know | Vogue,63336,3092,55,0,211
Vogue,"Kendall Jenner, Gigi Hadid, Ashley Graham, and Paloma Elsesser on Modeling & #MeToo | Vogue",1402021,29130,1009,0,2047
Vogue,Troye Sivan's Epic No Makeup-Makeup Routine | Beauty Secrets | Vogue,2386861,166789,2098,0,6018
Vogue,73 Questions With Karlie Kloss ft. Casey Neistat & Ashley Graham | Vogue,957714,21922,1133,0,1529
Vogue,The Crown's Claire Foy Needs an Image Change | Vogue,234397,6529,136,0,209
Vogue,Emily Ratajkowski Has Something to Tell You | Now You Know | Vogue,207303,5945,462,0,367
Vogue,Quavo Plays Basketball in Louis Vuitton | Vogue,663711,14809,609,0,552
Vogue,Anna Wintour On the Highlights of Paris Fashion Week | Vogue,158415,4803,128,0,239
Vogue,Alexa Chung Gets Ready for the Miu Miu Show With Tea and a Pair of Leather Hot Pants | Vogue,128091,3462,90,0,153
Vogue,Nina Dobrev Gets Ready for the Louis Vuitton Fashion Show | Vogue,279206,10150,93,0,259
Vogue,Donna Karan on Her Life in Fashion | Vogue Voices,25093,914,85,0,75
Vogue,"Kendall Jenner, Cara Delevingne, and Bella Hadid Backstage at the Off-White 2019 Show | Vogue",696438,18055,536,0,568
Vogue,32 Beauty Secrets in Under 6 Minutes—Everything You Need to Know About Celebrity Skin | Vogue,769355,19371,396,0,405
Vogue,Anna Wintour On the Highlights of Milan Fashion Week | Vogue,147234,4296,47,0,169
Vogue,Emily Ratajkowski & Ashley Graham Go Inside Dolce & Gabbana’s Spring 2019 Fashion Show | Vogue,236929,6418,294,0,333
Vogue,"Gigi, Bella & Anwar Hadid Have Dinner With Yolanda | Vogue",3560610,163544,8349,0,7399
Vogue,Winnie Harlow Hangs With Hailey Baldwin and Talks Victoria's Secret | 24 Hours With Vogue,329492,8658,290,0,321
Vogue,Imaan Hammam’s “No Sleep” Beauty Routine | Beauty Secrets | Vogue,757013,30423,214,0,1047
Vogue,Anna Wintour On the Highlights of New York Fashion Week | Vogue,184918,5097,98,0,194
Vogue,"How Lauren Wasser, the Model With Golden Legs, Made a Triumphant Return | Vogue",2006329,54941,686,0,2550
Vogue,Rihanna's Diamond Ball Experience | Vogue,862264,36638,439,0,1368
Vogue,73 Questions With Lady Gaga | Vogue,4915148,179632,5018,0,9655
Vogue,"Gigi Hadid, Bella Hadid, and Taylor Hill Backstage at the Anna Sui Spring 2019 Show | Vogue",230969,7335,65,0,293
Vogue,Adriana Lima Gets Ready for the Tom Ford Show | Vogue,490886,12049,238,0,655
Vogue,Emily Ratajkowski’s 5-Minute Date-Night Look | Beauty Secrets | Vogue,4013646,120263,3075,0,3157
Vogue,Chiara Ferragni's Wedding Dress Fitting | Vogue,583018,22141,265,0,363
Vogue,Kendall Jenner’s Best Moments With Vogue,323178,9381,922,0,400
Vogue,H.E.R. Gets Ready at Afropunk | Vogue,99343,4367,45,0,178
Vogue,Crazy Rich Asians Star Awkwafina Recalls Her Dating Past | Sad Hot Girls | Vogue,776534,28242,261,0,1238
Vogue,Maluma Gets Ready at the VMAs | 24 Hours With | Vogue,388026,14722,550,0,633
Vogue,Joan Smalls' Guide to Sculpting—Not Contouring!—Your Skin | Beauty Secrets | Vogue,411582,12453,227,0,413
