name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Rhett &amp; Link,Rhett & Link’s Book of Mythicality: Now Available,689871,5035,282,0,627
Rhett &amp; Link,Tough Decisions (A Whale Is Gonna Die) - Music Video,3008125,64812,1025,0,5292
Rhett &amp; Link,Did You Get Me Anything?,6905309,91846,1583,0,6427
Rhett &amp; Link,The Puzzle,3712739,75568,756,0,4261
Rhett &amp; Link,BFFs,4242427,95928,1006,0,13571
Rhett &amp; Link,Campin',4310302,74839,1227,0,5269
Rhett &amp; Link,The Nose-Looker,3758493,66857,1147,0,4218
Rhett &amp; Link,The Overly Complicated Coffee Order,7651639,121472,1409,0,6329
Rhett &amp; Link,Just Being Honest (Song),13769024,186154,2901,0,11141
Rhett &amp; Link,Are You Gonna Eat That? (Song),17626028,185833,5229,0,20052
Rhett &amp; Link,I'm On Vacation (Song),28427916,368508,6147,0,25953
Rhett &amp; Link,My OCD (Song),45062302,580564,10452,0,65070
Rhett &amp; Link,What Your Fridge Says About You,4311220,67463,1246,0,7906
Rhett &amp; Link,Slamazon: 7 Kitten T-Shirt,2918942,46836,634,0,2802
Rhett &amp; Link,It's My Belly Button (Song),26327180,242463,7830,0,24041
Rhett &amp; Link,I'm a Textpert (Rap Battle),17942339,192634,2835,0,11173
Rhett &amp; Link,The Perfect Way To Watch Winter Sports,3261967,48747,748,0,1770
Rhett &amp; Link,Christmas Face (a Song),6950262,65722,3951,0,4768
Rhett &amp; Link,Get Off The Phone Song,13209548,191702,1906,0,14338
Rhett &amp; Link,Epic Rap Battle: Nerd vs. Geek,41603602,528895,10076,0,47607
Rhett &amp; Link,Breaking Bad: The Middle School Musical,4260532,68556,3362,0,7782
Rhett &amp; Link,How to Take a Photo (w/ Key and Peele),2829526,38174,747,0,1749
Rhett &amp; Link,What Women Want (feat. Chester See & Kassem G),5633498,77400,892,0,6731
Rhett &amp; Link,Energy Balls - Forest Patrol Ep 5,735289,9670,160,0,997
Rhett &amp; Link,Beat the Heat (w/ Meekakitty),3017435,30210,2221,0,3208
Rhett &amp; Link,Famous Last Words 2,7057486,66020,952,0,6035
Rhett &amp; Link,One Direction Caption Fail,2894128,54824,1031,0,6847
Rhett &amp; Link,Crevasse of No Return - Forest Patrol Ep 4,625480,8570,107,0,727
Rhett &amp; Link,Kung POW! Commercial,931317,11775,340,0,909
Rhett &amp; Link,Yo Daddy Battle,6439717,72811,1153,0,6033
Rhett &amp; Link,Man of Steel: The Middle School Musical,1952795,19682,1522,0,1914
Rhett &amp; Link,Plumber's Crack Commercial,499559,5590,226,0,407
Rhett &amp; Link,TAGGED - Forest Patrol Ep 3,572352,7887,73,0,523
Rhett &amp; Link,How to Make Snot,608366,10570,234,0,723
Rhett &amp; Link,Taylor Swift Caption Fail,3606811,64016,841,0,8293
Rhett &amp; Link,June Holiday Challenge,411157,11587,81,0,1425
Rhett &amp; Link,Commercial for Criminals,605673,6351,551,0,616
Rhett &amp; Link,The Graduation Song - Rhett & Link,5062280,72584,821,0,6755
Rhett &amp; Link,The YouTube Challenge Challenge! (YouTube Comedy Week),4520990,83490,2106,0,7952
Rhett &amp; Link,FIERY THE DRAGON - Forest Patrol Ep. 2,558862,7577,137,0,461
Rhett &amp; Link,STAR TREK: The Middle School Musical,1458787,18933,1246,0,2373
Rhett &amp; Link,Cracked Chiropractor Commercial,15165982,67845,3844,0,10066
Rhett &amp; Link,Most Complicated Board Game Ever,4673270,60870,1276,0,4076
Rhett &amp; Link,YO MAMA BATTLE (of Compliments),5302099,77634,1131,0,4015
Rhett &amp; Link,THE DONGLE - Forest Patrol Ep. 1,719080,12917,172,0,995
Rhett &amp; Link,CLOWN SHARK SONG,4926299,41932,2488,0,6591
Rhett &amp; Link,May Holiday Challenge,317196,9742,71,0,872
Rhett &amp; Link,Ear Troll (w/ Tobuscus),806109,13339,193,0,879
Rhett &amp; Link,"""SHIFT IT"" - Amazing Transmission Commercial",5583126,31422,2047,0,6113
Rhett &amp; Link,Have You Ever - Rhett & Link - Music Video,3184038,41733,557,0,4429
