name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
MrBeast,I Built A Giant House Using Only Legos,2730757,161563,4978,0,32335
MrBeast,"Last To Leave Slime Pit Wins $20,000 - Challenge",9573590,349136,7624,0,52167
MrBeast,"Saying Pewdiepie 100,000 Times",6664968,615658,28974,0,169315
MrBeast,Destroyed Friend's House And Bought Him A New One,7723760,359329,10393,0,66736
MrBeast,I Put 100 Million Orbeez In My Friend's Backyard,26439221,844846,68232,0,75979
MrBeast,"Spending $40,000 In One Hour Challenge",9486139,354744,5513,0,63628
MrBeast,"1,000,000 Match Chain Reaction Fire Domino",4913939,203742,5551,0,25576
MrBeast,"Giving My 10,000,000th Subscriber 10,000,000 ___",7848084,289736,8451,0,35966
MrBeast,"$10,000 Games Of Rock Paper Scissors",6265699,210688,5225,0,24115
MrBeast,"Last To Remove Hand, Gets Lamborghini Challenge",25763067,608456,30146,0,55150
MrBeast,"Guess The Right Cup, Win $100,000",11025404,374038,9829,0,29459
MrBeast,I Bought Every Billboard In My City For This,12403907,685059,26373,0,78568
MrBeast,"Ordering Water Then Tipping $30,000",13251579,442627,10041,0,33784
MrBeast,"I Spent $50,000 On Lottery Tickets And Won ____",9680680,305721,21270,0,28969
MrBeast,"Last To Leave Circle Wins $10,000 - Challenge",29893268,568797,31211,0,38391
MrBeast,I Spent 24 Hours Straight In Slime,15887256,379023,17701,0,30721
MrBeast,"Surprising Tfue With $10,000 Live - Fortnite",19077538,507766,9166,0,37715
MrBeast,Shooting Things Under Water,5338811,132580,5556,0,15491
MrBeast,"I Spent $30,000 On Lottery Tickets And Won ____",13595158,337944,18488,0,24377
MrBeast,Flat Earth PROVEN By Independent Research,5564377,161457,25910,0,56075
MrBeast,Things That SHOULDN'T Be Sold On Amazon,12218822,192640,17638,0,16015
MrBeast,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",8762609,199915,8910,0,15192
MrBeast,"I Donated $25,000 To Random Kids Streaming Fortnite",10049206,204374,4870,0,19246
MrBeast,I Hope This Magic Trick Works,5421216,109427,2852,0,11096
MrBeast,Can A Glowing 1000 Degree Sword Slice A Car In Half?,10844864,180553,11292,0,16787
MrBeast,Playing Soccer With Real Life Cars,4382777,108581,3702,0,12771
MrBeast,"1,000,000 Legos Vs 50 Cal Bullet",8939210,137958,14589,0,20001
MrBeast,Destroying My Friend's Car And Surprising Him With A New One - Slime,18386003,572492,12525,0,27190
MrBeast,Spending 24 Hours Straight Under Water Challenge,25458432,678171,63442,0,63737
MrBeast,"Attempting The Impossible Maze - $10,000 Challenge",15124356,270016,10867,0,21813
MrBeast,"Donating $100,000 To A Random Fortnite Streamer",19302415,425845,11685,0,41891
MrBeast,Moving 10 Pounds Using ONLY Sound,8404737,278142,10761,0,28142
MrBeast,"Can 20,000 Magnets Catch A Bullet Mid Air?",54936109,660706,260312,0,55420
MrBeast,Returning Destroyed Rental Cars Prank,10673877,165868,16874,0,14509
MrBeast,"I Gave My 6,000,000th Subscriber 6,000,000 ____",10576135,251108,15561,0,35568
MrBeast,"Can 1,000 Fans At Max Speed Push A Car?",6750820,144072,11454,0,27107
MrBeast,"I Donated $50,000 To Ninja - Fortnite",32531139,752049,33951,0,49113
MrBeast,I Ubered Random People In A Tank,8319720,211703,8617,0,32681
MrBeast,What Happens When You Microwave A Grenade?,8216293,191527,12592,0,37691
MrBeast,World's Hottest Substance Vs Coldest Substance,20884924,306699,37249,0,28578
MrBeast,The Real Way Dinosaurs Went Extinct,7455868,239171,3542,0,28584
MrBeast,I Donated $1000 Every Time She Blinked - Fortnite Streamers,11256633,345872,11218,0,23829
MrBeast,I Built A Working Car Using Only LEGOS,15426733,343046,15576,0,59648
MrBeast,Do Water Repellent Shoes Actually Work?,24160824,270199,39691,0,23639
MrBeast,"We Drove 3,000 Miles For The World's Best Burger",10435637,227324,12074,0,52028
MrBeast,"I Gave My 5,000,000th Subscriber 5,000,000 ______",6784929,187703,6840,0,18355
MrBeast,I Made Money Grow On Trees,5048775,122580,2785,0,24905
MrBeast,I Took Apart My Friends Car And Put It In His Room,5224061,105448,3862,0,10183
MrBeast,How Many Rubber Bands Does It Take To Snap A Safe?,12921090,253848,34607,0,30701
MrBeast,Pulling Cars Over Using A Toy Police Car,6418606,147599,5164,0,12997
