name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
La Capital,Día de Acción de Gracias a la leña | La Capital,1279549,81163,782,0,5504
La Capital,Costillas BBQ en Horno! | La Capital,1844456,71057,1016,0,3935
La Capital,Hamburguesa Paro Cardiaco! | La Capital,2043242,89904,1595,0,7101
La Capital,Cabeza de Res | La Capital,996437,46316,1343,0,3900
La Capital,Camarón Gigante de Río | La Capital,1679598,57316,1011,0,2920
La Capital,Osso Buco estilo Asia | La Capital,1238111,50195,810,0,2985
La Capital,Costillar de Ribeye | La Capital,1100375,48510,528,0,3071
La Capital,La Revancha: Asador de Gas vs Carbón | La Capital,1444572,49918,911,0,3099
La Capital,La Magia del Tuétano | La Capital,2117514,66671,1471,0,4352
La Capital,En este video No voy a cocinar | La Capital,966458,62775,1183,0,5299
La Capital,Aguachile Chiltepín (mi primer amor) | La Capital,1235921,56357,1112,0,4462
La Capital,7 formas de prender Carbón | La Capital,670275,40908,511,0,2927
La Capital,Conejo al Mojo de Ajo | La Capital,1234789,40568,1170,0,3005
La Capital,Probando SOUS VIDE (cocción perfecta) | La Capital,973078,32426,885,0,2039
La Capital,Hamburguesas de Cocodrilo | La Capital,1596135,57477,3434,0,5638
La Capital,Picaña Wagyu a la Leña | La Capital,1625305,54032,915,0,3852
La Capital,Probando #1 - Mini Parrilla Oster | La Capital,1649072,50277,810,0,3463
La Capital,Colita de Cuadril o Tri-Tip a la parrilla | La Capital,873491,39606,574,0,2757
La Capital,Caldo de Camarón Revitalizante | La Capital,1376277,56429,905,0,4042
La Capital,Wagyu mar y tierra| La Capital,1990499,77756,1032,0,6018
La Capital,Colitas de Res (oxtail) | La Capital,1224962,45923,712,0,2964
La Capital,Mi mejor BRISKET (12 Horas de cocción) | La Capital,4237292,133325,3261,0,9000
La Capital,Estrenando mi nuevo Ahumador de Pellets | La Capital,905886,35405,583,0,2233
La Capital,Porterhouse o T-Bone?  | La Capital,1188847,47011,934,0,3867
La Capital,La mítica Torta de Chilaquiles | La Capital,1465172,47985,988,0,4525
La Capital,Ostiones a la Parrilla | La Capital,1935515,52642,1099,0,3624
La Capital,Carnita Asada estilo Corea🇰🇷 | La Capital,1399335,42292,1083,0,2720
La Capital,Chimichurri casero y Carne Rostizada | La Capital,2361645,63679,1236,0,5391
La Capital,Salsa de Tamarindo y Habanero | La Capital,1196218,38218,584,0,1913
La Capital,Carnita asada Mundialista | La Capital,1540783,51580,1023,0,8932
La Capital,Asador de Gas vs Carbón | La Capital,1247782,39398,677,0,2666
La Capital,Cangrejo de Río estilo Louisiana | La Capital,3173296,65957,4527,0,9546
La Capital,Mi nuevo asador y respondiendo preguntas | La Capital,1797032,45423,969,0,3210
La Capital,Falafel (vegano) | La Capital,704025,25148,533,0,1652
La Capital,Solomillo Marinado | La Capital,722919,29813,390,0,2026
La Capital,Tostadas de Pierna | La Capital,1246380,40281,636,0,2564
La Capital,Sellado a la Inversa | La Capital,1632045,43828,865,0,2516
La Capital,Carne Asada estilo Cavernícola | La Capital,9305399,158442,9353,0,12854
La Capital,Kebab | La Capital,2110419,52940,1171,0,2312
La Capital,Crema de Frijol | La Capital,599923,23680,299,0,1344
La Capital,Hamburguesa para Desayunar? | La Capital,2042238,61003,1002,0,3919
La Capital,Huachinango a las Brasas | La Capital,3031525,65543,1788,0,3637
La Capital,Tacos estilo Ensenada | La Capital,1762914,54655,844,0,3651
La Capital,Tomahawk a la Sal | La Capital,1985236,48935,1307,0,3206
La Capital,Costillitas NO | La Capital,2375073,61104,1006,0,3390
La Capital,Suadero | La Capital,1995788,47601,973,0,2581
La Capital,Pescado Frito y Asado | La capital,1820500,44045,865,0,2105
La Capital,Espadas de Picaña | La Capital,953606,29989,475,0,1627
La Capital,Pollos en el ahumador | La Capital,972199,25456,524,0,1428
La Capital,Filet Mignon para Enamorar | La Capital,1724797,47038,697,0,2552
