name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
CGMeetup,"CGI Animated Short Film: ""Hungry Zombie"" by ISART DIGITAL | CGMeetup",32389,874,84,0,72
CGMeetup,"CGI Animated Short Film: ""Missing Key"" by ESMA | CGMeetup",68544,1553,61,0,83
CGMeetup,"CGI Animated Short Film: ""Neila"" by ISART DIGITAL | CGMeetup",60161,1876,47,0,112
CGMeetup,"CGI Animated Short Film: ""Beaky Blinders"" by Team Parful | CGMeetup",27161,672,79,0,63
CGMeetup,"CGI Animated Short Film: ""Little Hungry"" / Petite Faim by ESMA | CGMeetup",84487,1553,111,0,114
CGMeetup,"CGI Animated Short Film: ""Sonder"" by Neth Nom | CGMeetup",391402,8711,493,0,471
CGMeetup,"CGI Animated Short Film: ""Mr Indifferent"" by Aryasb Feiz | CGMeetup",1602847,52347,516,0,894
CGMeetup,"CGI Animated Short Film: ""Ice Pepper"" by ESMA | CGMeetup",264967,3246,203,0,152
CGMeetup,"CGI Animated Short Film: ""Cupid Love is Blind"" / Cupidon by ESMA | CGMeetup",420722,5201,259,0,199
CGMeetup,"CGI Animated Short Film: ""Scrambled"" by Polder Animation | CGMeetup",4877975,63608,1839,0,3182
CGMeetup,"CGI Animated Short Film: ""Devotion"" by Team Devotion | CGMeetup",79591,2067,196,0,175
CGMeetup,"CGI Animated Short Film: ""The Box"" / La Boîte by ESMA | CGMeetup",1346352,23659,519,0,750
CGMeetup,"CGI Animated Short Film: ""A Long Way From Home"" by Andy Tai, Eduardo Enriquez | CGMeetup",63138,2122,60,0,139
CGMeetup,"CGI Animated Short Film: ""Seconde Chance"" by ESMA | CGMeetup",60583,1878,38,0,100
CGMeetup,"CGI Animated Short Film: ""Lost In Time"" by Objectif 3D | CGMeetup",107132,2263,65,0,142
CGMeetup,"CGI Animated Short Film: ""Pangi"" by Masoud Zamani | CGMeetup",98184,1793,260,0,129
CGMeetup,"CGI Animated Short Film: ""The Kiss"" by Adriano Candiago | CGMeetup",145873,3252,121,0,163
CGMeetup,"CGI Animated Short Film: ""PAT"" by Adriano Candiago | CGMeetup",55320,1203,63,0,91
CGMeetup,"**Award Winning** CGI Short Film: ""The Lantern"" by Kushoth Krishnaraja | CGMeetup",109295,2893,164,0,183
CGMeetup,"CGI Animated Short Film: ""Uncle Griot"" by Stina & the Wolf | CGMeetup",116739,2912,329,0,335
CGMeetup,"CGI Animated Short Film: ""One Small Step"" by TAIKO Studios | CGMeetup",6617665,252438,2279,0,14427
CGMeetup,"CGI Animated Short Film: ""Mechanical"" by ESMA | CGMeetup",89846,2412,56,0,164
CGMeetup,"CGI Animated Short Film: ""U R In Trouble"" by Yujoung Lee | CGMeetup",90128,1565,112,0,130
CGMeetup,"CGI Animated Short Film: ""Mice"" by ISART DIGITAL | CGMeetup",291735,7388,162,0,477
CGMeetup,"CGI Animated Short Film: ""Tentatrice"" by ISART DIGITAL | CGMeetup",259479,7287,558,0,356
CGMeetup,"CGI Animated Short Film: ""Alleycats"" by Blow Studio | CGMeetup",2600459,60150,2318,0,4743
CGMeetup,"CGI Animated Short Film: ""Holy Nuns"" / Sacrées Nonnes by ISART DIGITAL | CGMeetup",144279,2712,434,0,283
CGMeetup,"CGI VFX Animated Short Film: ""Angry Signal"" by ISART DIGITAL | CGMeetup",46630,1334,123,0,99
CGMeetup,"CGI Animated Short Film: ""One Love Two Beasts"" / Un Amour Deux Bêtes by ISART DIGITAL | CGMeetup",83052,1656,61,0,105
