name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
SA Wardega,POPRZEBIJALI nam OPONY w Brazylii (SA Wardega),346580,26381,1390,0,2192
SA Wardega,Adventures in BRAZIL (SA Wardega),419978,44892,1076,0,5322
SA Wardega,MAKING OF ROBOT CAT (SA Wardega),677568,34333,1335,0,2053
SA Wardega,ROBOT CAT (SA Wardega),1987111,103032,8849,0,4936
SA Wardega,I TOOK AYAHUASCA (SA Wardega),807101,31764,5805,0,2919
SA Wardega,I AM LOST IN THE JUNGLE (SA Wardega),1443926,41622,3333,0,8618
SA Wardega,WELCOME TO PERU (SA Wardega),872167,50207,2268,0,7836
SA Wardega,General Justice 2 (SA Wardega),1925859,66484,7564,0,4512
SA Wardega,Bike Thief Caught on Camera and Arrested by General Justice (SA Wardega),1594454,181268,4816,0,7869
SA Wardega,Mutant Giant Spider Dog 2 (SA Wardega) Halloween Prank,4810551,120138,7543,0,5155
SA Wardega,Chris Pratt Dinosaurs Prank (SA Wardega),15979904,157685,4507,0,3792
SA Wardega,Jurassic World Dinosaurs Prank (SA Wardega),9388770,131157,6286,0,3984
SA Wardega,CarDog for Animals - W4rDoge (SA Wardega),4419349,213516,2748,0,9798
SA Wardega,You Shall not Pass (SA Wardega) Hobbit Fellowship,4853621,98480,8143,0,3425
SA Wardega,Zombie Apocalypse Halloween Prank (SA Wardega),74365659,339841,40657,0,22363
SA Wardega,Mutant Giant Spider Dog (SA Wardega),176660004,925580,55772,0,47895
SA Wardega,Asking Police for Sex (SA Wardega),16636019,80784,8814,0,8488
SA Wardega,Breaking Bad Prank (SA Wardega),9499130,96702,5033,0,4714
SA Wardega,World Cup Prank (SA Wardega),3996711,62301,5993,0,2971
SA Wardega,Game of Thrones (SA Wardega),3753580,52673,2320,0,2821
SA Wardega,Grandpa Prank (SA Wardega),9289786,122171,5008,0,4937
SA Wardega,Cookie Phone vs Police (SA Wardega),8237388,100339,2319,0,5333
SA Wardega,Making of: Homeless Christmas (SA Wardega),1570333,58925,433,0,2983
SA Wardega,Homeless Christmas (SA Wardega),4501065,175870,978,0,16636
SA Wardega,For Kids,815656,26773,408,0,1193
SA Wardega,Gandalf: You Shall not Pass (SA Wardega) Hobbit,20210154,235146,8193,0,7843
SA Wardega,Mr. Pumpkin - Halloween (SA Wardega),9921411,94528,1648,0,7914
SA Wardega,Sneezing (SA Wardega),2317477,28002,840,0,4270
SA Wardega,Police Trainer (SA Wardega),15721950,139658,3874,0,12831
SA Wardega,Making of Gentleman Spiderman (SA Wardega),5754481,42551,2186,0,3012
SA Wardega,Psy - Gentleman Spiderman (SA Wardega),63536108,254690,24269,0,16353
SA Wardega,Aliens (SA Wardega),4352200,43724,1853,0,2709
SA Wardega,SUBSCRIBE (SA Wardega),2160627,13495,700,0,729
SA Wardega,Harlem Shake Underground (SA Wardega),2694914,28107,882,0,1175
SA Wardega,Santa Claus (SA Wardega),3144493,28503,703,0,2410
SA Wardega,Slenderman (SA Wardega),87292672,369899,45944,0,27733
SA Wardega,Zombie (SA Wardega),10066253,62747,5831,0,6118
SA Wardega,Samara Morgan (SA Wardega),62119135,244662,28216,0,14275
SA Wardega,Amazing Spiderman (SA Wardega),30891659,211025,6558,0,9400
SA Wardega,Gorilla (SA Wardega),11733550,73114,2437,0,3543
SA Wardega,Gorilla in Zoo (SA Wardega),6645313,31593,1213,0,1067
SA Wardega,Man in Black (SA Wardega),5697823,35210,3229,0,1767
SA Wardega,Super Rider (SA Wardega),2544443,25325,663,0,1126
SA Wardega,Superman University (SA Wardega),2912343,25622,580,0,739
SA Wardega,Snowman (SA Wardega),3791732,31078,754,0,1499
SA Wardega,Forever Alone (SA Wardega),5828899,38989,2082,0,2142
SA Wardega,Superman (SA Wardega),8628252,64146,1911,0,2638
SA Wardega,Tomb (SA Wardega),3864764,29930,819,0,1296
SA Wardega,Autumn Ghost Prank (SA Wardega),3961865,27717,492,0,1546
SA Wardega,Super Toilet (SA Wardega),5468267,48303,2740,0,3523
