name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Dacosta'sBakery,PASTEL DE MUÑECO DE NIEVE | DACOSTA'S BAKERY,262197,21686,221,0,3059
Dacosta'sBakery,PROBANDO LAS OREO MÁS RARAS 😨 | DACOSTA'S BAKERY con BERTH OH,722204,38151,743,0,3269
Dacosta'sBakery,ELOTE DE TAKIS FUEGO -vs- CHEETOS FLAMIN' HOT 🔥 | DACOSTA'S BAKERY,947261,50243,949,0,4867
Dacosta'sBakery,FRAPPÉ DE NERDS ¡QUE EXPLOTA EN TU BOCA! *COMO EL DEL CINE* | DACOSTA'S BAKERY,581210,38712,355,0,3873
Dacosta'sBakery,PASTEL DE GANSITO | DACOSTA'S BAKERY,545974,32683,401,0,4518
Dacosta'sBakery,CÓMO HACER MERMELADA DE FRESA 🍓 ¡FÁCIL! | DACOSTA'S BAKERY,339916,25361,243,0,3065
Dacosta'sBakery,PAN DE MUERTO ARCOÍRIS con JUANPA ZURITA | DACOSTA'S BAKERY,1772470,104489,1567,0,5548
Dacosta'sBakery,HELADO DE AGUACATE ¡MUY FÁCIL! | DACOSTA'S BAKERY,928332,48729,1089,0,5234
Dacosta'sBakery,PASTEL DE EMOJI 3D 😂 | DACOSTA'S BAKERY,448528,24996,378,0,3280
Dacosta'sBakery,PANTERA ROSA GIGANTE (PASTEL) | DACOSTA'S BAKERY,636233,33445,444,0,2433
Dacosta'sBakery,¿PIZZASUSHI o SUSHIPIZZA?🍕🍣  | DACOSTA'S BAKERY con BERTH,606086,31417,416,0,2223
Dacosta'sBakery,CÓMO HACER UN TACO GIGANTE 🌮 | DACOSTA'S BAKERY con EL PIRATA ☠️,432507,24021,432,0,2569
Dacosta'sBakery,GLOBO COMESTIBLE ¡RELLENO DE HELIO! (HABLA COMO ARDILLITA 🤣) | DACOSTA'S BAKERY,842319,42701,615,0,2434
Dacosta'sBakery,PANDITAS GIGANTES - ¡HAZ TU PROPIO MOLDE! | DACOSTA'S BAKERY,794714,50577,782,0,6650
Dacosta'sBakery,MANTECONCHAS - RECETA SÚPER FÁCIL | DACOSTA'S BAKERY,915851,54202,984,0,5047
Dacosta'sBakery,COMPARANDO LAS MEJORES HAMBURGUESAS DE USA  (APRENDO A ANDAR EN PATINETA) | DACOSTA'S BAKERY,855361,33518,512,0,3048
Dacosta'sBakery,¿QUÉ HAY EN MIS DOS REFRIGERADORES? TAG DEL REFRI | DACOSTA'S BAKERY,1165895,59091,886,0,5417
Dacosta'sBakery,PIZZA CHALLENGE con LA BALA | DACOSTA'S BAKERY,1217339,51425,1083,0,5101
Dacosta'sBakery,PASTEL HELADO DE OREO GIGANTE | DACOSTA'S BAKERY,854083,57356,576,0,3920
Dacosta'sBakery,PANCAKE ART CHALLENGE con MARIO BAUTISTA - ¡DIBUJOS QUE SE COMEN! | DACOSTA'S BAKERY,1083413,57086,760,0,5045
Dacosta'sBakery,MI ESPOSO INTENTA UNA DE MIS RECETAS | DACOSTA'S BAKERY con BERTH OH,1604765,97661,690,0,4041
Dacosta'sBakery,¡YA TENEMOS VIDEO DE NUESTRA BODA! - #BodaBakerSuave | DACOSTA'S BAKERY,729793,51882,523,0,3279
Dacosta'sBakery,LAS PALOMITAS MÁS PEQUEÑAS DEL MUNDO - PALOMITAS MINIATURA | DACOSTA'S BAKERY,487235,26799,489,0,3920
Dacosta'sBakery,PROBANDO DULCES JAPONESES | DACOSTA'S BAKERY,1017317,46622,597,0,1894
Dacosta'sBakery,PALETAS DE HELADO SÚPER FÁCILES | DACOSTA'S BAKERY,484292,33414,369,0,3763
Dacosta'sBakery,PASTEL DE TODOS LOS CHOCOLATES QUE ENCONTRÉ | DACOSTA'S BAKERY,1423590,73896,992,0,14096
Dacosta'sBakery,¡HOY NOS CASAMOS! PREGUNTAS Y RESPUESTAS DE LA BODA BAKERSUAVE | DACOSTA'S BAKERY,1708212,86779,681,0,5154
