name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
ChuChu TV Nursery Rhymes &amp; Kids…,I Love You Baby Song and Many More 3D Nursery Rhymes & Songs for Children by ChuChu TV,307167,1470,711,0,55
ChuChu TV Nursery Rhymes &amp; Kids…,Learn Orange & Yellow Colour With Johny Johny Yes Papa Song - ChuChu TV Funzone 3D Nursery Rhymes,215639,1028,551,0,43
ChuChu TV Nursery Rhymes &amp; Kids…,Johny Johny Yes Papa All Songs Collection - ChuChu TV Nursery Rhymes & Songs For Babies,1686479,6283,3291,0,185
ChuChu TV Nursery Rhymes &amp; Kids…,ChuChu School Kindergarten Learning App/Game for Kids - ChuChu TV Apps for Children,215221,730,385,0,41
ChuChu TV Nursery Rhymes &amp; Kids…,I Love You Baby Song - 3D Animation Nursery Rhymes & Songs For Babies - ChuChu TV For Kids,2462457,6349,3412,0,149
ChuChu TV Nursery Rhymes &amp; Kids…,Learn All Colours with Johny Johny Yes Papa Toy Maker - ChuChu TV Nursery Rhymes & Songs For Babies,697789,2385,1340,0,103
ChuChu TV Nursery Rhymes &amp; Kids…,Johny Johny Yes Papa Peekaboo – 3D Animation Nursery Rhymes & Songs For Babies - ChuChuTV For Kids,3554806,9241,4883,0,32
ChuChu TV Nursery Rhymes &amp; Kids…,ChuChu TV Learning English Is Fun™ | Alphabet T Song | Phonics & Words For Preschool Children,345994,1283,565,0,5
ChuChu TV Nursery Rhymes &amp; Kids…,Food Alphabets ABC Phonics Song & Many More Nursery Rhymes & Kids Songs | ChuChu TV,3865802,9602,5139,0,23
ChuChu TV Nursery Rhymes &amp; Kids…,ChuChu and Friends Series Coming Soon - Trailer/Teaser | ChuChu TV Studios,439665,1660,885,0,5
ChuChu TV Nursery Rhymes &amp; Kids…,Food Alphabets ABC Phonics Song - A For Apple Pie - Alphabet Rhymes with Sounds for Children,7111678,18983,11104,0,14
