name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Jorge &amp; Mateus Oficial,Jorge & Mateus - Seu Amor Me Tem (Como Sempre Feito Nunca) [Vídeo Oficial],956566,19406,242,0,271
Jorge &amp; Mateus Oficial,Jorge & Mateus - Preocupa Não (Como Sempre Feito Nunca) [Vídeo Oficial],2107246,29794,511,0,386
Jorge &amp; Mateus Oficial,Jorge & Mateus - O Amor Não é Paixão (Como Sempre Feito Nunca) [Vídeo Oficial],3894153,47024,850,0,820
Jorge &amp; Mateus Oficial,Jorge & Mateus - Novo Amigo (Como Sempre Feito Nunca) [Vídeo Oficial],5837498,62637,972,0,715
Jorge &amp; Mateus Oficial,Jorge & Mateus - Me Acalma (Como Sempre Feito Nunca) [Vídeo Oficial],3589384,43822,1004,0,598
Jorge &amp; Mateus Oficial,Jorge & Mateus - Dias de Sol (Como Sempre Feito Nunca) [Vídeo Oficial],269224,8035,89,0,194
Jorge &amp; Mateus Oficial,Jorge & Mateus - Depois do Jantar (Como Sempre Feito Nunca) [Vídeo Oficial],4145076,31934,602,0,326
Jorge &amp; Mateus Oficial,Jorge & Mateus - Cenário Ideal (Como Sempre Feito Nunca) [Vídeo Oficial],1797472,19486,314,0,291
Jorge &amp; Mateus Oficial,Jorge & Mateus - Campeão de Audiência (Como Sempre Feito Nunca) [Vídeo Oficial],429999,13075,237,0,326
Jorge &amp; Mateus Oficial,Jorge & Mateus - Amor Turista [Terra Sem CEP] (Vídeo Oficial),9271628,52725,1672,0,748
Jorge &amp; Mateus Oficial,Jorge & Mateus - Terra Sem CEP - Assista Quando Quiser no NOW!,569488,8671,1082,0,159
Jorge &amp; Mateus Oficial,Jorge & Mateus - Bobinha [Terra Sem CEP] (Vídeo Oficial),26881749,124479,5159,0,1893
Jorge &amp; Mateus Oficial,Jorge & Mateus - Coração Calejado [Terra Sem CEP] (Vídeo Oficial),82944836,364152,15049,0,5980
Jorge &amp; Mateus Oficial,Jorge & Mateus - Anjo Moderno [Terra Sem CEP] (Vídeo Oficial),19912324,116490,3316,0,1469
Jorge &amp; Mateus Oficial,Jorge & Mateus - Distante do Perfeito [Terra Sem CEP] (Vídeo Oficial),12768704,67570,2209,0,1014
Jorge &amp; Mateus Oficial,Jorge & Mateus - Três Pontinhos [Terra Sem CEP] (Vídeo Oficial),11183432,70231,1664,0,1161
Jorge &amp; Mateus Oficial,Jorge & Mateus - Inesperado [Terra Sem CEP] (Vídeo Oficial),25790305,115115,3726,0,1325
Jorge &amp; Mateus Oficial,Jorge & Mateus - Vale por Dez [Terra Sem CEP] (Vídeo Oficial),31202127,125747,4974,0,1570
Jorge &amp; Mateus Oficial,Jorge & Mateus - Trincadinho [Terra Sem CEP] (Vídeo Oficial),90385459,301514,15034,0,3504
Jorge &amp; Mateus Oficial,Jorge & Mateus - Terra Sem CEP [Terra Sem CEP] (Vídeo Oficial),24834214,109099,4136,0,1436
Jorge &amp; Mateus Oficial,Jorge & Mateus - Olhares Sinceros [Terra Sem CEP] (Vídeo Oficial),22716860,117679,3697,0,1265
Jorge &amp; Mateus Oficial,Jorge & Mateus - A Mil Por Hora [Terra Sem CEP] (Vídeo Oficial),13537509,75935,2234,0,1071
Jorge &amp; Mateus Oficial,Jorge & Mateus - Menina Maluquinha [Terra Sem CEP] (Vídeo Oficial),34672483,190011,5843,0,2391
Jorge &amp; Mateus Oficial,Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial),306014367,1024824,62533,0,15172
Jorge &amp; Mateus Oficial,Jorge & Mateus - Terra Sem CEP - Disponível nas Plataformas Digitais,1241235,41876,809,0,1552
Jorge &amp; Mateus Oficial,Vem aí - Jorge & Mateus Terra Sem CEP | 23/02 | Aguardem,477953,18881,270,0,675
Jorge &amp; Mateus Oficial,Jorge & Mateus - Contrato (Lyric Vídeo Oficial),134841276,587256,29809,0,7851
Jorge &amp; Mateus Oficial,Making Of DVD Como Sempre Feito Nunca (São Paulo),129204,7039,101,0,275
Jorge &amp; Mateus Oficial,Making Of DVD 10 Anos (Brasília),119299,7257,85,0,409
Jorge &amp; Mateus Oficial,Jorge & Mateus - Medida Certa (Clipe Oficial),70392529,397296,16797,0,7049
Jorge &amp; Mateus Oficial,Aniversário - Mateus,70251,5214,103,0,408
