name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Kan &amp; Aki's…,H&Mでクリスマスファッションショー,109312,1476,79,0,377
Kan &amp; Aki's…,ぎんたとあちゃぴがダンス♪いろっぴとあそぼう♪こどもちゃれんじ,128975,958,127,0,207
Kan &amp; Aki's…,いろんな国のピクミーポップサプライズで強烈なやつが出た・・・,472141,2528,1877,0,876
Kan &amp; Aki's…,マクドナルドハッピーセットのおとどけでーす！,382767,1579,174,0,264
Kan &amp; Aki's…,ひょっこりはんがブーム！？ Kan & Aki 番外編 Vol.36,275588,2243,110,0,454
Kan &amp; Aki's…,ポンポンはねるよ！あちゃぴとぎんたのポップコーンやさん,307025,1510,152,0,337
Kan &amp; Aki's…,あさひおかあさんとシチュー&ナポリタンをつくろう！おままごとあそび,1678942,5000,863,0,711
Kan &amp; Aki's…,サンタさんからのクリスマスプレゼント★レゴフレンズをお願いしてみたら・・・,575290,2996,264,0,501
Kan &amp; Aki's…,JALでもらった飛行機ペーパークラフトを作ってみよう♪,133433,999,81,0,192
Kan &amp; Aki's…,今日はなかよしあさひとぎんた♪アンパンマンクリスマスカタカタあそび,132376,1030,77,0,186
Kan &amp; Aki's…,体をブンブン！じゃまなおサルをふりほどけ！,322255,1756,632,0,342
Kan &amp; Aki's…,ぎんたのイヤイヤ炸裂・・・すみっコぐらしチョコ作り,593699,2672,255,0,515
Kan &amp; Aki's…,2つあってもやっぱりケンカ・・・アンパンマンガチャマシーン,1121793,3329,1915,0,627
Kan &amp; Aki's…,ぎんた大興奮！はたらくクルマ大集合！グリーンランド,533577,1817,335,0,460
Kan &amp; Aki's…,和式トイレはすっぱすぎた・・・もこもこモコレット,419199,1858,203,0,535
Kan &amp; Aki's…,何もらう？サンタさんからのプレゼント！おもちゃをみに行こう♪,794916,4277,2738,0,1544
Kan &amp; Aki's…,かんなユニコーン★ウーモミニユニコーンをコンプリートできるかな？,562106,2640,229,0,396
Kan &amp; Aki's…,おならが出たら負け！おならモンキーブーブブー,554415,2100,274,0,315
Kan &amp; Aki's…,ミゲルのサプライズ！ハロウィンパーティーへようこそ！,1717440,5851,818,0,988
Kan &amp; Aki's…,おててを洗わないと・・・こわいよ〜！ハロウィンモコウォッシュ,525286,1864,273,0,298
Kan &amp; Aki's…,あきぽん初の仕掛け人！シールでドッキリしちゃおう！,1572486,5287,730,0,577
Kan &amp; Aki's…,晴れるさ☀おどってみた♪　magical²  マジマジョピュアーズ,911179,4010,416,0,1026
Kan &amp; Aki's…,あきニャンの大好物！クルトン作り♪,421605,2550,153,0,544
Kan &amp; Aki's…,公園にかくされたふしぎなたまご？中身はなーんだ？,509037,2140,240,0,393
Kan &amp; Aki's…,目から血が〜！こわーいハロウィンSNOWであそんだよ♪,465937,2107,240,0,318
Kan &amp; Aki's…,クマ先生のパン教室へようこそ！できたてパン屋さん,552795,2892,211,0,495
Kan &amp; Aki's…,ミニオンたちのふしぎな実験！色が変わるドリンクを作ろう！,559312,2341,288,0,452
Kan &amp; Aki's…,グルグル回るお菓子をゲットせよ！CHOW CROWN ハロウィンバージョン,500375,2766,244,0,510
Kan &amp; Aki's…,あさひおかあさんとおでんを作ろう♪スクイーズおままごと,1956465,4751,995,0,547
Kan &amp; Aki's…,ぎんたのひとり動画☆アンパンマンばいきんまんパペット☆,378020,1827,305,0,364
Kan &amp; Aki's…,かんあきファミリーホテルのプールであそぶ♪バルコニーコートヤード,1250891,5355,4578,0,1008
Kan &amp; Aki's…,４きょうだい対決！さけんでたおせ！トントンボイス相撲,302343,1774,159,0,433
Kan &amp; Aki's…,はやくしないとピザが爆発！？ほんものそっくりピザパズルゲーム,351578,1880,169,0,386
Kan &amp; Aki's…,かんな髪の毛バッサリ！ママとデートしてきたよ♪,963536,5630,424,0,1622
Kan &amp; Aki's…,かてないならズルしちゃえ！アンパンマンコロロンサーキット,243231,1403,162,0,271
Kan &amp; Aki's…,めかくしであてよう！なんのガム？味あてゲーム,1039838,4507,515,0,957
Kan &amp; Aki's…,あさひおかあさん赤ちゃんのお世話にタジタジ・・・Baby Alive,470960,1580,243,0,285
Kan &amp; Aki's…,バスボムがないっ！！ないなら自分で作っちゃおう！,1269002,4003,554,0,595
Kan &amp; Aki's…,もしもバースデーケーキが・・・ドッキリ☆あきら10歳バースデー☆,1140191,6320,534,0,3172
Kan &amp; Aki's…,まほうのサンダルでくもに行こう！わたあめくも職人あきらじいさん,783914,2921,317,0,522
Kan &amp; Aki's…,かんなのひとりソーイング！トートバッグを作ろう♪,778549,4046,288,0,1726
Kan &amp; Aki's…,石を宝石にかえちゃおう★日本一あやしいまほうのジュエリーショップ★,1443606,3789,581,0,633
Kan &amp; Aki's…,かんあきとみよう！レゴフレンズ 第13話「かいじゅうがでた！？ハートレイクで大事件」,437096,1500,251,0,254
Kan &amp; Aki's…,ハウステンボス森のプールとチョコレートボールプール,318557,2075,169,0,422
Kan &amp; Aki's…,トリックアートで奇跡の１枚！巨大ガチャ！ハウステンボス2日目,710466,3205,292,0,459
Kan &amp; Aki's…,ハウステンボスの巨大プール！わいわいビーチで遊んだよ♪,1829258,5297,893,0,755
Kan &amp; Aki's…,イタズラっこぎんたとあちゃぴの反撃！仮面ライダージオウガシャポン,1520947,3332,904,0,429
Kan &amp; Aki's…,かんあきと体操しよう！ブリヂストン GO GO 体操,2446632,5413,1131,0,892
Kan &amp; Aki's…,たのしすぎる富士山のすべりだい！Harbor Land (Little Japan) in Thailand,956616,3642,367,0,604
Kan &amp; Aki's…,どっちも泣いちゃったけど・・・レーザーバトル＆ローラーランド Laser Battle/Roller Land@Habor Pattaya Thailand,1024502,3380,391,0,566
