name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Edd00chan &amp; MrDsaster INC,RECONSTRUIMOS EL SHOW Y EL PROYECTO SECRETO!!,283093,29433,3106,0,10919
Edd00chan &amp; MrDsaster INC,SUEÑOS DE VERDAD - Version BXB ESPECIAL  #FHS,903348,56486,2628,0,16985
Edd00chan &amp; MrDsaster INC,PESADILLAS DEL PASADO,391393,36076,2483,0,8612
Edd00chan &amp; MrDsaster INC,Eddosaster - SUEÑOS DE VERDAD ft. Dualkeyx | Canción #FHS Serie de Animación,728596,47580,2294,0,9212
Edd00chan &amp; MrDsaster INC,VERDADEROS SENTIMIENTOS | SERIE ANIMACIÓN | #FHS Temporada 2 EP16,1081721,88350,6906,0,48353
Edd00chan &amp; MrDsaster INC,SE BURLABAN DE ÉL POR SER DIFERENTE,341762,28955,3018,0,8461
Edd00chan &amp; MrDsaster INC,ESTO NO TE LO ESPERAS! TRAICIÓN!,350914,36312,2721,0,9510
Edd00chan &amp; MrDsaster INC,FRED SE VUELVE REAL!!,726248,55462,9076,0,25968
Edd00chan &amp; MrDsaster INC,DIBUJANDO PERSONAJES DE MEMORIA ⭐ Batalla FOX vs SPRING,457685,42733,2092,0,13156
Edd00chan &amp; MrDsaster INC,¿CANCELAN FNAFHS?,676308,58293,5088,0,20653
Edd00chan &amp; MrDsaster INC,¿Por qué los astronautas no tienen novia?,462978,51121,2254,0,9275
Edd00chan &amp; MrDsaster INC,Eddosaster - SOLA ft. Isis Vasconcellos | Canción #FHS Serie de Animación,3895828,84147,4548,0,28058
Edd00chan &amp; MrDsaster INC,La sombra de Fox | SERIE ANIMACIÓN | #FHS T2 EP15,1445232,97035,5730,0,85138
Edd00chan &amp; MrDsaster INC,FOX FUERA DE CONTROL | SERIE ANIMACIÓN | #FHS PREVIEW,514245,52113,2386,0,24401
Edd00chan &amp; MrDsaster INC,¿TU MAMÁ COCINA BIEN?,423949,42678,1632,0,7841
Edd00chan &amp; MrDsaster INC,ALL FOR ONE VS ONE FOR ALL | #FNAFHS ACADEMIA,795995,67052,6433,0,22007
Edd00chan &amp; MrDsaster INC,TODO LO QUE QUIERO VERSIÓN COMPLETA | #FNAFHS T2,4886466,94038,6610,0,33547
Edd00chan &amp; MrDsaster INC,NO PODEMOS PERDER | SERIE ANIMADA | #FNAFHS T2 EP14,1427191,94440,5681,0,59002
Edd00chan &amp; MrDsaster INC,TRES AVISOS IMPORTANTES #FNAFHS,231522,23748,1315,0,8151
Edd00chan &amp; MrDsaster INC,¡YO TENGO EL CONTROL! | SERIE ANIMADA | PREVIEW #FNAFHS T2,578677,42225,2224,0,14135
Edd00chan &amp; MrDsaster INC,NO MAS - EDD00CHAN FT AKICHAN | #FNAFHS ORIGINAL,4426428,82719,3717,0,22622
Edd00chan &amp; MrDsaster INC,ES HORA DE CAMBIAR #13 | SERIE ANIMADA | #FNAFHS 2,1658027,99760,4197,0,58719
Edd00chan &amp; MrDsaster INC,NO ESTAMOS SOLOS | SERIE ANIMADA | #FNAFHS T2 (PREVIEW),521079,42114,1302,0,9478
Edd00chan &amp; MrDsaster INC,¿QUIEN ES? SPOILERS | #FNAFHS,257835,21207,693,0,895
Edd00chan &amp; MrDsaster INC,CUANDO ERES POBRE Y JUEGAS FORTNITE,281144,23504,970,0,4028
Edd00chan &amp; MrDsaster INC,Tengamos  FE  juntos,152964,11375,613,0,862
Edd00chan &amp; MrDsaster INC,¿CUAL ES TU NIVEL DE INGLÉS?,622380,47607,1315,0,7566
Edd00chan &amp; MrDsaster INC,¿QUE HARÍAS SI TUVIERAS SUPERPODERES?,1040289,73056,2167,0,20959
Edd00chan &amp; MrDsaster INC,QUE GENIAL ES SER MALO - CANCIÓN DE OWYNN  | #FNAFHS 2,3896129,69712,6955,0,25276
Edd00chan &amp; MrDsaster INC,TODOS O NINGUNO | SERIE ANIMADA | #FNAFHS - T2 EP12,1827692,105422,5146,0,62042
Edd00chan &amp; MrDsaster INC,REACCIONANDO A SUS TEORÍAS DEL CAPITULO 12 | #FNAFHS,186390,13152,576,0,1624
Edd00chan &amp; MrDsaster INC,FOX PERDIDO EN LA SELVA,318482,17695,938,0,1631
Edd00chan &amp; MrDsaster INC,FORTNITE,415771,44794,1902,0,4851
Edd00chan &amp; MrDsaster INC,¿PREVIEW? ¿OWYNN B-DAY? | #FNAFHS,201526,17898,571,0,984
Edd00chan &amp; MrDsaster INC,¡ELIMINADOS! PREVIEW | SERIE ANIMADA | #FNAFHS 2,495765,45302,1572,0,14215
Edd00chan &amp; MrDsaster INC,¿DÓNDE ESTÁ EL EPISODIO 12? | #FNAFHS,329754,24863,1016,0,3389
Edd00chan &amp; MrDsaster INC,¡ESTO NO TE LO ESPERABAS!,326722,36216,1136,0,7958
Edd00chan &amp; MrDsaster INC,LOS VIDEOJUEGOS SON ADICTIVOS,368892,39890,1787,0,5227
Edd00chan &amp; MrDsaster INC,A VECES ES DIFÍCIL ELEGIR,903173,80832,1718,0,20994
Edd00chan &amp; MrDsaster INC,¿CUAL ES LA DEFINICIÓN DE BESO?,735114,55921,1633,0,8669
Edd00chan &amp; MrDsaster INC,AMIGOS DESASTROSOS | B4D EP4,697302,56206,1370,0,7206
Edd00chan &amp; MrDsaster INC,ESTO SON 3 DÍAS EN MARRUECOS,200179,23065,888,0,5274
Edd00chan &amp; MrDsaster INC,ESPECIAL SAN VALENTIN ¿AMOR O AMISTAD? | SERIE ANIMADA | #FNAFHS,1291424,95965,3046,0,40633
Edd00chan &amp; MrDsaster INC,CUENTA COMIGO - JOY Y BON DUETO ORIGINAL | SERIE ANIMADA | #FNAFHS 2,2862890,58077,2337,0,15559
Edd00chan &amp; MrDsaster INC,DILE LO QUE SIENTES #11 | SERIE ANIMADA | #FNAFHS 2,2480373,133467,6131,0,97280
Edd00chan &amp; MrDsaster INC,¿QUE PASÓ AQUÍ?!! PREVIEW #11 | SERIE ANIMADA | #FNAFHS 2,790453,63630,2582,0,20036
Edd00chan &amp; MrDsaster INC,Estamos de VUELTA!! + SORTEO MOCHILA #FNAFHS,278498,24461,1096,0,6388
Edd00chan &amp; MrDsaster INC,STREAM NAVIDEÑO CON LOS ANIMATRONICOS | #FNAFHS 2,370645,21895,1244,0,4436
Edd00chan &amp; MrDsaster INC,YO LO QUIERO ASÍ - B.O.Y.S.(Especial canción) | SERIE ANIMADA | #FNAFHS 2,9596159,182370,7580,0,73957
Edd00chan &amp; MrDsaster INC,NO PUEDO NI RESPIRAR - CANCION FRED & FREDDY | SERIE ANIMADA | #FNAFHS 2,5669770,105846,3265,0,26004
