name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Juguetes con Andre,La familia LOL Splash Queen Practica en la Piscina | Muñecas y juguetes con Andre para niñas y niños,420296,9924,491,0,2721
Juguetes con Andre,La familia Black Tie llega al hotel de Suite Princess | Muñecas y juguetes con Andre para niños,549240,13370,626,0,4806
Juguetes con Andre,Nueva bebe unicornio Poopsie Slime cocina galletas | Muñecas y juguetes con Andre para niñas y niños,529028,6813,401,0,748
Juguetes con Andre,LOL Big Surprise de Santa Claus #NavidadconAndre | Muñecas y juguetes con Andre para niñas y niños,725551,11974,664,0,4095
Juguetes con Andre,La familia LOL Suite Princess tiene un hotel | Muñecas y juguetes con Andre para niñas y niños,625092,9009,562,0,6213
Juguetes con Andre,La familia LOL Grinch va a cortar árbol de Navidad | Muñecas y juguetes con Andre para niñas y niños,1158531,13725,1609,0,3817
Juguetes con Andre,Bola LOL Surprise de El Grinch #NavidadconAndre | Muñecas y juguetes con Andre para niñas y niños,1719290,13000,1522,0,2272
Juguetes con Andre,Bola LOL Surprise de Tinker Bell - Campanita DIY | Muñecas y juguetes con Andre para niñas y niños,1065457,19191,1520,0,2930
Juguetes con Andre,Nuevos bebés que se iluminan | Muñecas y juguetes con Andre para niñas y niños,529251,13308,601,0,1094
Juguetes con Andre,Bebes Unicornios juegan Dominó y se maquillan | Muñecas y juguetes con Andre para niñas y niños,666682,19228,783,0,1113
Juguetes con Andre,Nueva mascota exclusiva para la familia LOL Luxe | Muñecas y juguetes con Andre para niñas y niños,844231,8864,718,0,1626
Juguetes con Andre,La familia LOL Tinz va al supermercado | Muñecas y juguetes con Andre para niñas y niños,981536,11293,1000,0,3816
Juguetes con Andre,Juego GIGANTE de LOL Surprise | Muñecas y juguetes con Andre para niñas y niños,844969,19214,1004,0,2755
Juguetes con Andre,La familia LOL Babydoll y su rutina de noche | Muñecas y juguetes con Andre para niñas y niños,788634,8764,666,0,3274
Juguetes con Andre,Actividades divertidas LOL Surprise | Muñecas y juguetes con Andre para niñas y niños,783948,7903,679,0,2210
Juguetes con Andre,Mini cunero para los ultra mini bebés | Muñecas y juguetes con Andre para niñas y niños,510749,15852,579,0,994
Juguetes con Andre,Mi truco para completar Album Panini LOL Surprise | Muñecas y juguetes con Andre para niñas y niños,1779552,15299,1731,0,6735
Juguetes con Andre,La familia LOL Countess y la escuela de monstruos | Muñecas y juguetes con Andre para niñas y niños,630051,17394,661,0,862
Juguetes con Andre,Bebes LOL Surprise en esferas transparentes | Muñecas y juguetes con Andre para niñas y niños,636453,28508,779,0,1775
Juguetes con Andre,Bebes Unicornio comen en el restaurant | Muñecas y juguetes con Andre para niñas y niños,1025132,33764,2027,0,1384
Juguetes con Andre,La familia LOL Super BB rescata a Jack Jack | Muñecas y juguetes con Andre para niñas y niños,1420217,18279,1300,0,1128
Juguetes con Andre,Album de postales de la familia Los Increibles 2 | Muñecas y juguetes con Andre para niñas y niños,1210599,8869,1140,0,1340
Juguetes con Andre,Familia Fancy vs. Familia Queen Bee | Muñecas y juguetes con Andre para niñas y niños,1287283,14179,1352,0,12136
Juguetes con Andre,Nueva muñeca Unicornio que hace SLIME | Muñecas y juguetes con Andre para niñas y niños,1494382,34925,1676,0,2846
Juguetes con Andre,Caja LOL disfrazada de Distroller con sorpresas | Muñecas y juguetes con Andre para niñas y niños,839690,9736,868,0,2339
Juguetes con Andre,Familia Unicornio de compras para su nueva mascota | Muñecas y juguetes con Andre para niñas y niños,1019258,9649,1061,0,4136
Juguetes con Andre,Familias LOL adoptan nuevas mascotas | Muñecas y juguetes con Andre para niñas y niños,1445375,10187,1163,0,1938
Juguetes con Andre,La familia LOL Diva y las pelucas divertidas | Muñecas y juguetes con Andre para niñas y niños,844278,7182,743,0,2344
Juguetes con Andre,La familia Thrilla va al Bosque de Espantos | Muñecas y juguetes con Andre para niñas y niños,882099,7670,738,0,1518
Juguetes con Andre,Pulgarcita y los frijoles mágicos con LOL Surprise | Muñecas y juguetes con Andre para niñas y niños,807431,6602,709,0,955
Juguetes con Andre,Nuevos LOL Surprise Biggie Pets Ola 2 !!| Muñecas y juguetes con Andre para niñas y niños,625608,7095,471,0,1696
Juguetes con Andre,La Familia LOL Frozen Anna tienen nueva bebe | Muñecas y juguetes con Andre para niñas y niños,1307740,18397,1589,0,3225
Juguetes con Andre,Bebes Unicornio abren nuevas Lil Sisters OLA 2 | Muñecas y juguetes con Andre para niñas y niños,1169261,12395,1468,0,3063
Juguetes con Andre,La familia LOL Countess en la boda de Mavis | Muñecas y juguetes con Andre para niñas y niños,1553319,10954,1388,0,1551
