name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Mhd Officiel,MHD - XIX,13640105,260984,5595,0,13030
Mhd Officiel,Teaser album 19 - Intro Mansa feat. Salif Keïta,903353,28264,998,0,1414
Mhd Officiel,MHD - Bella (feat. WizKid),76079084,493749,19034,0,16286
Mhd Officiel,MHD - Bodyguard,16539435,226547,14514,0,9521
Mhd Officiel,MHD - AFRO TRAP Part.10 (Moula Gang),19558945,295769,10702,0,18399
Mhd Officiel,MHD - AFRO TRAP Part.7 (La Puissance) [Major Lazer Remix],5524405,73494,2471,0,2287
Mhd Officiel,MHD and Cameroon football team dance like Roger Milla,466848,15232,503,0,734
Mhd Officiel,MHD - AFRO TRAP Part.9 (Faut les wet),20141716,258105,11823,0,14147
Mhd Officiel,MHD - Bravo,28501699,314096,12385,0,16004
Mhd Officiel,MHD - AFRO TRAP Part.8 (Never),64853607,542551,21738,0,28018
Mhd Officiel,MHD - Live @Cigale,526743,19510,328,0,1108
Mhd Officiel,MHD - AFRO TRAP Part.7 (La Puissance),179785447,1043306,51322,0,57734
Mhd Officiel,MHD Tour Part 1,765255,17005,367,0,911
Mhd Officiel,MHD - A KELE NTA,86755329,426623,22536,0,22654
Mhd Officiel,MHD - Maman j'ai mal,50444747,246915,8749,0,12170
Mhd Officiel,MHD - Roger Milla,45550065,227727,9276,0,13348
Mhd Officiel,MHD - AFRO TRAP Part.6 (Molo Molo),27987393,145675,4508,0,5979
Mhd Officiel,MHD - AFRO TRAP Part.5 (Ngatie Abedi),60604944,295199,11258,0,14457
Mhd Officiel,MHD - AFRO TRAP Part.4 (Fais le mouv),47430303,200739,8644,0,6463
Mhd Officiel,MHD - AFRO TRAP Part.3 (Champions League),100255465,578928,28960,0,35133
Mhd Officiel,MHD - AFRO TRAP Part.2 (Kakala Bomaye),18403817,81916,3198,0,2106
Mhd Officiel,MHD - FREESTYLE AFRO TRAP Part.2 - DJ DIP #DIPDOP,904677,14855,394,0,428
