name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
UpToDate | آب تو ديت,الايفونات بتصير اغلى! هواوي تبي تسبق سامسونج في اعلاناتها!  فيفو و جوال بشاشتين!,106372,14755,222,0,821
UpToDate | آب تو ديت,مو تقني: تلخيص بسيط لوضع قطاع الهواتف الذكية !,88228,8248,150,0,1034
UpToDate | آب تو ديت,عودة الايفون X!  ابل وامازون يخسرون التريليون! تصميم جديد لانستجرام,137833,8505,272,0,550
UpToDate | آب تو ديت,جوال بأربعة كاميرات من سامسونج ! جالاكسي Galaxy A9 2018,169462,9224,234,0,1056
UpToDate | آب تو ديت,وش ناوية سامسونج للجالكسي العاشر! اتش تي سي جالسة تضعف! ابل والمستقبل الغامض!,96460,6833,186,0,480
UpToDate | آب تو ديت,نظرة على ابرز مزايا وخصائص هاتف بلاك بيري BlackBerry Key 2 LE,50465,3075,146,0,363
UpToDate | آب تو ديت,لابتوب بقدرات عاليه وموجه للاعبين من اسوس .. ASUS ROG SCAR II GL504GS,40447,2706,56,0,272
UpToDate | آب تو ديت,جوال متوسط بثلاثة كاميرات ! جالاكسي Galaxy A7 2018,114592,6309,117,0,733
UpToDate | آب تو ديت,بيكسل صغير قادم في الطريق! معالجات قوية من سامسونج و كوالكوم! مين بينقذ سناب تشات؟,93592,6496,182,0,469
UpToDate | آب تو ديت,تجربة Volvo S60 !,35006,2333,81,0,242
UpToDate | آب تو ديت,نوتش ولا مو نوتش يا سامسونج؟ صار في رجال آليين يقدمون الأخبار! نبي زر التعديل ياتويتر!,144968,9687,345,0,762
UpToDate | آب تو ديت,جوال إقتصادي بخصائص متوسطة .. شاومي ريدمي نوت 6 برو Xiaomi Redmi Note 6 Pro,311880,2907,75,0,336
UpToDate | آب تو ديت,مراجعة ايفون اكس ار iPhone XR .. وهل يعتبر إقتصادي ؟,205524,8573,362,0,1102
UpToDate | آب تو ديت,البدل الخارقة اصبحت حقيقة!  وسامسونج تعترف بالنوتش وتقدم هاتف قابل للطي!,119670,7598,180,0,473
UpToDate | آب تو ديت,جوال ريد هيدروجين ون RED Hydrogen One ذو الإمكانيات العالية.. هل استحق الإنتظار؟,333373,13331,662,0,875
UpToDate | آب تو ديت,هواوي ميت 20 برو ضد جالاكسي نوت 9 .. المقارنة الشاملة 🔥,376245,15150,832,0,2808
UpToDate | آب تو ديت,مبيعات محبطة للـ iPhone XR! مشكلة الشاشة الخضراء في الـ Mate 20! كيف لعبة Ingress تجمع معلوماتنا؟,204774,12910,730,0,789
UpToDate | آب تو ديت,نظرة على سوار هواوي تاك باند Huawei Talk band B5 اللي تتحول إلى سماعة !,255385,3546,88,0,311
UpToDate | آب تو ديت,تجربة Jaguar i-Pace الكهربائية,117590,2421,68,0,185
UpToDate | آب تو ديت,سامسونج تخسر السوق! ابل بتخفي ارقام المبيعات!   نتفرج عالفضاء بدقة 8K,119002,10725,244,0,821
UpToDate | آب تو ديت,تستاهل او لأ؟ بنك طاقة يشحن لاسلكياً من Joway ! كفرات انيقة من Moshi وفأرات احترافية من HyperX !,150411,8430,386,0,428
UpToDate | آب تو ديت,سامسونج بتشيل منفذ السماعة!  انطباعاتي عن مؤتمر ابل و راح اوريكم شحنة الاجهزة اللي وصلتني,164913,10174,347,0,698
UpToDate | آب تو ديت,ابل ايضا تريد القضاء على النوتش! المشاكل التي تهدد مدينة جوجل! سناب تشات تحتاج للانقاذ!,82546,5962,167,0,497
