name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Geek &amp; Sundry,Dude & More Dude | Game the Game,10074,291,41,0,66
Geek &amp; Sundry,Orbital Redux | Episode 2 | Trainee,5553,206,8,0,17
Geek &amp; Sundry,NOSEDIVE | Game the Game,16637,271,23,0,32
Geek &amp; Sundry,How to Play NOSEDIVE,6076,123,14,0,16
Geek &amp; Sundry,Critical Recap -- Episode 42: A Hole in a Plan,14606,626,11,0,178
Geek &amp; Sundry,Scorpius Freighter | Game the Game,20985,283,24,0,31
Geek &amp; Sundry,Who’d Be the Best Dungeon Master in Comics? (Wednesday Club One-Shot),17063,925,9,0,201
Geek &amp; Sundry,Geek & Sundry Presents DREAD Live at PAX Unplugged,6443,110,5,0,8
Geek &amp; Sundry,How to Play Scorpius Freighter,8179,185,10,0,18
Geek &amp; Sundry,Orbital Redux | Episode 1 | Earth Station,7503,270,25,0,41
Geek &amp; Sundry,Waluigi's Take on Not Being in Smash Bros. Ultimate (Game Engine Quick Bytes),6571,178,206,0,74
Geek &amp; Sundry,Dungeon Mayhem | Game the Game,37678,739,54,0,113
Geek &amp; Sundry,"Vote for Me, I'm a Superhero! (Wednesday Club One-Shot)",7738,402,6,0,53
Geek &amp; Sundry,How to Play Dungeon Mayhem,21220,523,14,0,37
Geek &amp; Sundry,Catching Up with Ash Ketchum (Game Engine Quick Bytes),6084,103,112,0,32
Geek &amp; Sundry,"A Hole In the Plan | Critical Role | Campaign 2, Episode 42",404166,6780,94,0,1515
Geek &amp; Sundry,Critical Recap -- Episode 41: A Pirate's Life for Me,14937,560,12,0,73
Geek &amp; Sundry,A Magic Moment with Joseph Gordon-Levitt: Extended Interview,20079,682,32,0,83
Geek &amp; Sundry,Shadows in the Forest | Game the Game,34749,524,38,0,73
Geek &amp; Sundry,What Kind of Zany Batman Villain Would You Be? (Wednesday Club One-Shot),7315,345,20,0,39
Geek &amp; Sundry,Burning Questions with the Cast of We're Alive: Frontier,4235,98,11,0,18
Geek &amp; Sundry,How to Play Shadows in the Forest,27323,504,14,0,32
Geek &amp; Sundry,A Magic Moment with Joseph Gordon-Levitt,245509,7690,235,0,999
Geek &amp; Sundry,"A Pirate's Life for Me | Critical Role | Campaign 2, Episode 41",426124,6876,106,0,1471
Geek &amp; Sundry,The Devil's Thoughts on Diablo: Immortal (Game Engine Quick Bytes),18404,347,754,0,213
Geek &amp; Sundry,Betrayal Legacy - Part 2 | Game the Game,27184,616,15,0,148
Geek &amp; Sundry,Betrayal Legacy - Part 1 | Game the Game,60431,955,48,0,219
Geek &amp; Sundry,Critical Recap -- Episode 40: Dubious Pursuits,16194,561,14,0,93
Geek &amp; Sundry,Overlight: Fractured Paradox Coming November 9th!,10072,253,15,0,28
Geek &amp; Sundry,Make Your Own Mutant Hybrid Sport! (Wednesday Club One-Shot),7356,424,6,0,51
Geek &amp; Sundry,Gag Reel! Day[9] vs. Allison Scagliotti | Magic: The Gathering: Spellslingers,38344,1384,7,0,78
Geek &amp; Sundry,"Day[9] vs. Allison Scagliotti | Magic: The Gathering: Spellslingers | Season 5, Episode 5",186390,6339,188,0,922
Geek &amp; Sundry,Gag Reel! Day[9] vs. Joe Manganiello | Magic: The Gathering: Spellslingers,51850,1884,10,0,91
Geek &amp; Sundry,"Day[9] vs. Joe Manganiello | Magic: The Gathering: Spellslingers | Season 5, Episode 4",226135,9285,90,0,835
Geek &amp; Sundry,How to Play Betrayal Legacy,30696,628,21,0,87
Geek &amp; Sundry,Video Game Hair Stylist Savanah Lox (Game Engine Quick Bytes),4944,101,86,0,33
Geek &amp; Sundry,"Dubious Pursuits | Critical Role | Campaign 2, Episode 40",398390,7014,106,0,1377
Geek &amp; Sundry,Critical Recap -- Episode 39: Temple of the False Serpent,16426,618,17,0,48
Geek &amp; Sundry,Game the Game | Spell Smashers,21282,312,27,0,60
Geek &amp; Sundry,Starter Kit - Vampire: The Masquerade | Episode 0: Character Creation,60217,1344,58,0,241
Geek &amp; Sundry,Gag Reel! Day[9] vs. Annet Mahendru | Magic: The Gathering: Spellslingers,30959,790,34,0,45
Geek &amp; Sundry,Have You Heard the Good News About Cthulhu? (Wednesday Club One-Shot,11695,523,52,0,64
Geek &amp; Sundry,How to Play Spell Smashers,13725,309,11,0,29
Geek &amp; Sundry,Starter Kit - Vampire: The Masquerade Premieres November 1st!,19790,471,40,0,43
Geek &amp; Sundry,Official Statement from the Guy Who Didn’t Pack Starlink (Game Engine Quick Bytes),8168,200,115,0,36
Geek &amp; Sundry,Axis & Allies & Zombies - Part 2 | Game the Game,23487,364,10,0,59
Geek &amp; Sundry,Critical Role and the Club of Misfits | Critical Role | Special,341447,7857,90,0,1022
Geek &amp; Sundry,Axis & Allies & Zombies - Part 1 | Game the Game,72008,902,50,0,161
Geek &amp; Sundry,Tidal Blades | Game the Game,60514,1078,31,0,140
Geek &amp; Sundry,Cast Your Villainous Sitcom! (Wednesday Club One-Shot),6518,359,2,0,51
