name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Pyong Lee,É POSSÍVEL PREVER O FUTURO ?,15530,3739,27,0,174
Pyong Lee,ERREI A CARTA ESCOLHIDA ? MÁGICA COM BARALHO,20663,4492,30,0,176
Pyong Lee,MÁGICA COM BARALHO : DESAFIO DE CONCENTRAÇÃO,25835,5351,41,0,222
Pyong Lee,APRENDA UMA MÁGICA : A MOEDA QUE SOME,76211,10106,111,0,485
Pyong Lee,AUTO HIPNOSE : FIQUE GAGO,44461,5011,102,0,1270
Pyong Lee,AUTO HIPNOSE : FALE CANTANDO,38363,4782,79,0,895
Pyong Lee,AUTO HIPNOSE : SENTIR CHEIRO,35958,4442,65,0,757
Pyong Lee,AUTO HIPNOSE : ESQUEÇA UM NÚMERO,46208,5239,86,0,866
Pyong Lee,AUTO HIPNOSE PARA ESQUECER O NOME,176807,13907,429,0,3728
Pyong Lee,APRENDA UMA MÁGICA : A CARTA QUE SOME,149259,17073,148,0,541
Pyong Lee,MÁGICA : NINGUÉM ESPERAVA A CARTA SAIR DE LÁ,51150,9030,74,0,230
Pyong Lee,MÁGICA NA RUA : DESAFIO DO CORINGA,37451,6109,71,0,202
Pyong Lee,HIPNOTIZEI UM PETISTA E ELE QUIS VOTAR BOLSONARO !,1299036,89602,5266,0,5550
Pyong Lee,MÁGICA NA RUA : QUANDO O AMOR ACONTECE,57434,9393,66,0,287
Pyong Lee,AUTO HIPNOSE PARA DORMIR BEM ( ENEM E PROVAS ),242019,16558,339,0,747
Pyong Lee,"MUDEI MEU CONTEÚDO , POR QUÊ ?",42963,5520,245,0,514
Pyong Lee,ÓREO VIROU SORVETE E ME FEZ UM DESAFIO !,47423,7019,186,0,336
Pyong Lee,MINHA NOVA CASA E O QUE VEM EM 2019 !,105959,10360,379,0,986
Pyong Lee,"TERMINEI MEU NAMORO , E AGORA?",173469,19691,483,0,1515
Pyong Lee,HIPNOSE : CALOR OU FRIO NUNCA MAIS ( ft Alice Salazar ),72778,7695,71,0,265
Pyong Lee,"EU ERREI, DESCULPA",427159,41383,2265,0,3274
Pyong Lee,HIPNOSE : MAQUIAGEM BIZARRA ( ft. Alice Salazar ),82299,8452,115,0,459
Pyong Lee,HIPNOSE SIMPLES PARA FAZER COM OS AMIGOS,183333,27098,297,0,2113
Pyong Lee,DÁ PRA APRENDER INGLÊS COM HIPNOSE?,195892,14653,388,0,608
Pyong Lee,AUTO HIPNOSE PARA RIR LOUCAMENTE,920656,76794,2104,0,17586
Pyong Lee,MEU CARRO TOMOU 47 TIROS COM PESSOA DENTRO - PRIMEIRO TESTE DE BLINDAGEM DO MUNDO,2037932,147842,4820,0,4070
Pyong Lee,O PRIMEIRO GAME PARK DO MUNDO 😍,40803,5591,75,0,357
Pyong Lee,LENDO A MENTE DAS PESSOAS NA RUA,99164,15262,117,0,439
Pyong Lee,MÁGICA TECNOLÓGICA - USEI MEU NOVO CELULAR LG,75871,9833,95,0,321
Pyong Lee,CHAMEI UM FÃ PARA MORAR COMIGO,95201,10558,183,0,738
Pyong Lee,FERRARI BATEU MAIS DE 300 KM/H,440347,30808,1913,0,862
Pyong Lee,HIPNOSE : GRETCHEN PIROU NA CONGA,231680,19475,382,0,786
Pyong Lee,GRETCHEN REAGINDO A MÁGICAS,148813,21873,254,0,655
Pyong Lee,CAI DO MAIOR PRÉDIO DE LAS VEGAS,85751,10425,158,0,521
Pyong Lee,"HIPNOSE COM GALINHAS, CACHORRO E MONGES ( REACT )",91424,9688,191,0,369
Pyong Lee,HIPNOSE : GRETCHEN E O SOVACO INSUPORTÁVEL,230510,22283,272,0,790
Pyong Lee,JOGUEI FORTNITE COM OS PÉS E GANHEI,244263,15591,600,0,453
Pyong Lee,NINJAS MÁGICOS COREANOS,197554,18261,178,0,604
Pyong Lee,APRENDA UMA MÁGICA PARA IMPRESSIONAR QUALQUER PESSOA,292349,27457,284,0,703
Pyong Lee,PASSEIO NA COREIA COM MEUS AVÓS - BUSAN,60273,8632,82,0,620
Pyong Lee,KPOP E BTS PRA TODO LADO,99333,16360,139,0,1433
Pyong Lee,FORTNITE DANCE CHALLENGE ( FT. GUSTA ),94900,10580,242,0,500
Pyong Lee,HIPNOSE : ESQUEÇA O RESULTADO DA COPA 2018,881105,68498,2185,0,24702
Pyong Lee,HIPNOSE NA MÚSICA,213717,17847,398,0,685
Pyong Lee,HIPNOSE : CRISTIANO RONALDO NO PALCO ?,95132,8748,182,0,343
Pyong Lee,REVELEI TÉCNICA DE HIPNOSE : MINHA INDUÇÃO HIPNÓTICA,334631,29716,341,0,1041
Pyong Lee,BONECO HIPNOTIZANDO PAULISTAS,133872,13539,196,0,694
Pyong Lee,HIPNOSE : TATUAGEM SEM DOR,448179,50801,670,0,1923
Pyong Lee,ACABOU GUARANÁ NA COREIA,85064,10860,318,0,914
Pyong Lee,MINHA NOVA CÂMERA,389296,34762,2365,0,1657
