name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Brinquedos Bonecas &amp; novelinhas,PJ Masks Laboratório do Romeo – Toy PJ Masks Romeo'S Lab Playset,42377,618,94,0,9
Brinquedos Bonecas &amp; novelinhas,Brinquedo CASA PJ MASKS Mansão Misteriosa com Segredos e Armadilhas - Mystery Mansion Deluxe Playset,128238,744,144,0,14
Brinquedos Bonecas &amp; novelinhas,PJ MASKS em Português brinquedos Herois de Pijama Historinha + de 1 hora de video,15487,134,21,0,8
Brinquedos Bonecas &amp; novelinhas,PJ Masks Heróis de Pijama torre de transformação com surpresas Brinquedo Oddbods em Português,9355,120,29,0,2
Brinquedos Bonecas &amp; novelinhas,Scooby Doo - mistério Scooby Doo ônibus escolar playmobil – Divertidas Historinhas em português,11084,170,31,0,6
Brinquedos Bonecas &amp; novelinhas,Peppa Pig Em Português Brasil Completo - Peppa Pig dá banho de Espuma na Candy Cat Bath time,19375,210,48,0,3
Brinquedos Bonecas &amp; novelinhas,PJ MASKS - PJ MASKS SUPERKIT DE BONECOS HERÓIS DE PIJAMA– Catboy Owlette Gekko Romeu,35595,341,56,0,6
Brinquedos Bonecas &amp; novelinhas,Peppa Pig salva PJ Masks os heróis de pijama da areia movedica,22997,349,55,0,2
Brinquedos Bonecas &amp; novelinhas,CARRO NOVO DO ROBIN AND T-CAR TEEN TITANS BRINQUEDOS JOVENS TITÃS EM AÇÃO HISTORINHA EM PORTUGUÊS,27352,303,48,0,5
Brinquedos Bonecas &amp; novelinhas,Teen Titans novo BRINQUEDO Carro Cyborg igual do DESENHO Jovens Titãs em Ação,41124,405,64,0,9
Brinquedos Bonecas &amp; novelinhas,Teen Titans novos BRINQUEDOS Mcdonalds toys COLEÇÃO COMPLETA Jovens Titãs em Ação,995556,11611,1405,0,121
Brinquedos Bonecas &amp; novelinhas,PEPPA PIG - PEPPA PIG Fashion Set - TROQUE AS ROUPAS DA PEPPA PIG FALANTE,231987,990,368,0,17
Brinquedos Bonecas &amp; novelinhas,ODDBODS BRINQUEDOS SURPRESAS – JUGUETES ODDBODS SORPRESA – SURPRISE ODDBODS TOYS,11604,147,25,0,5
Brinquedos Bonecas &amp; novelinhas,Teen Titans BATALHA pela Torre dos Jovens Titãs em Ação – brinquedos com surpresas,12175,261,41,0,1
Brinquedos Bonecas &amp; novelinhas,PJ MASKS em Português - Heróis de Pijama Historinha,13236,129,40,0,0
Brinquedos Bonecas &amp; novelinhas,Oddbods brinquedos SURPRESAS | SURPRISE Oddbods TOYS | ODDBODS LEARN COLORS,10630,143,25,0,1
Brinquedos Bonecas &amp; novelinhas,Oddbods | ABRINDO SURPRESAS | Oddbods TOYS For Kids | ODDBODS BRINQUEDOS,10116,176,30,0,8
