name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
AMARIN TVHD,ทุบโต๊ะข่าว :คดีศพโบกปูนส่อวุ่น พ่อชี้ปืนยิงหัวลูกเขยเจอบังเอิญหมาเขี่ยปัดซ่อน ตร. 02/12/61,37453,389,36,0,213
AMARIN TVHD,ทุบโต๊ะข่าว :สาวผู้สมัคร ส.ส.ถูกซ้อมน่วม เพื่อนบ้านเผยคนรักหนุ่มตีสุดโหด ถ้าห้ามช้าคงโคม่า 02/12/61,7496,105,9,0,60
AMARIN TVHD,ทุบโต๊ะข่าว:หนุ่มถูกเพื่อนซี้ตีท้ายครัวเปิดใจอัดคลิปตะบันหน้าเคลียร์แมนๆสั่งสอนแต่ไม่ฆ่า02/12/61,40390,843,40,0,357
AMARIN TVHD,ทุบโต๊ะข่าว:เปิดใจน้องปี1ถูกรุ่นพี่ป่าเถื่อนสั่งแก้ผ้ากลิ้งพื้นท้าหนาวบาดเจ็บแถมถูกด่า02/12/61,9445,74,7,0,117
AMARIN TVHD,ทุบโต๊ะข่าว :ไมค์พิฆาต! สาวน้อยหวิดตาย ใช้หลอดไฟร้องเพลงถูกช็อตตาตั้งเพื่อนคิดว่าแกล้ง 02/12/61,8157,70,3,0,64
AMARIN TVHD,ทุบโต๊ะข่าว:หวั่นเป็นภาระ!หนุ่มเป่าขมับแม่ยายก่อนยิงตัวดับเพื่อนบ้านช็อกคาดเครียดโรครุม 02/12/61,5295,63,2,0,26
AMARIN TVHD,ทุบโต๊ะข่าว:หนุ่มใหญ่สุดช้ำถูกหลอกขายรถผ่อนใกล้หมดบุกยึดอ้างเป็นไฟแนนซ์ แสบเอาไปขายต่อ 02/12/61,24139,181,21,0,91
AMARIN TVHD,ทุบโต๊ะข่าว : พ่อเฒ่าเมาหื่น ปากแข็งปัดลวงหลาน ม.2 เข้าป่า อ้างพามาเที่ยวไม่คิดข่มขืน02/12/61,4831,64,5,0,54
AMARIN TVHD,ทุบโต๊ะข่าว :เปิดนาที 2 สาวหนีตายถูกก๊วนชายนับสิบรุมทุบรถจิกหัว ขู่ฆ่า คาดแค้นแทนเมีย 02/12/61,7760,169,12,0,152
AMARIN TVHD,ทุบโต๊ะข่าว :สาวปั๊มชิ่งสื่อคลิปว่อน เติมน้ำมันไม่ตัดยอดหัวจ่าย เชลล์รอสอบไม่ไล่ออก 02/12/61,32342,331,16,0,366
