name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
BGL,"Bad Hair, Don't Care: Beauty Fails of the Week",9065,95,9,0,6
BGL,Try Not to Aww | Cute Baby Videos 2018 | BGL,39436,324,30,0,29
BGL,50 of the Funniest Babies | Try Not to Laugh | BGL,22954,248,17,0,15
BGL,"Baby Triplets, Twins and More! | Best Babies of the Week | BGL",35614,231,31,0,9
BGL,Top 50 Beauty Fails | Beauty Fails of the Week,15054,132,25,0,11
BGL,Cute Baby Best Friends | Funny Baby Videos 2018 | BGL,26964,210,20,0,17
BGL,Funny Surprised Babies | Try Not to Laugh Challenge,43037,319,32,0,16
BGL,Babies First Time at Disney! | Try Not to Laugh Challenge,33310,247,21,0,28
BGL,Cutest Babies Ever! | Try Not to Aww Challenge,43780,369,43,0,22
BGL,Super Sneaky Babies! | Funny Baby Videos 2018,78985,470,46,0,48
BGL,100 Funny Beach Babies | Cute Baby Videos,40167,257,39,0,11
BGL,Baby First Words! | Try Not To Laugh Challenge,266053,2910,132,0,431
BGL,Best Halloween Babies of October 2018 | Funny Baby Compilation,46798,393,45,0,21
BGL,100 Funny Baby Videos | Best of November 2018,73369,415,64,0,18
BGL,Babies vs Mirrors | Try Not To Awww Challenge,130200,482,120,0,30
BGL,100 Funny Baby Gender Reveals! | Cute Family Compilation,1163522,9396,343,0,768
BGL,Babies and Zoo Animals | Try Not To Laugh Challenge,48489,234,36,0,11
BGL,10 Minutes of Halloween Babies | Funny Baby Compilation,38194,306,55,0,20
BGL,100 Funny Baby Siblings | Try Not To Laugh Challenge,399017,1717,344,0,130
BGL,Funniest Babies of 2018 | Try Not To Laugh Challenge,161185,833,98,0,47
BGL,10 Minutes of Surprised Baby Reactions | Try Not To Awww Challenge,566256,3163,484,0,188
BGL,100 Funny Halloween Babies | Cute Baby Compilation,32335,309,32,0,31
BGL,ABC Kids | 150 Funny Baby Videos,198839,1053,296,0,54
BGL,Babies vs Life 3 | Funny and Cute Baby Fails,48238,389,51,0,22
BGL,100 Cute Halloween Babies | Funny Babies Compilation,81288,563,42,0,31
BGL,Best Babies of the Week | Try Not To Laugh Challenge,60111,361,51,0,17
BGL,100 Funny Baby Videos | Best of September 2018,111511,624,91,0,61
BGL,Funniest Baby Vines 3,54506,412,47,0,22
BGL,Babies vs Life 2! | 100 Funny Baby Videos,179533,1037,110,0,72
BGL,Best Baby Videos Ever! | Funny Babies Compilation,132642,911,73,0,43
BGL,100 Babies and Animals | Try Not To Awww Challenge,149820,829,123,0,53
BGL,100 Surprised Baby Reactions | Try Not To Laugh Challenge,1332663,8381,855,0,383
BGL,Expectations vs Reality | 100 Funny Baby Videos,121031,713,101,0,59
BGL,Most Epic Baby Wins! | 100 Cool Babies Compilation 😎,372373,2559,174,0,121
BGL,The Silliest Babies of September 2018 | Funny Baby Videos,200598,1347,118,0,77
BGL,Funniest Baby Videos Ever 2! | 100 Hilarious Babies,59237,473,43,0,28
BGL,Funniest Baby Videos Ever! | 100 Hilarious Babies,120369,444,87,0,34
BGL,Cutest Babies of All Time! | Try Not To Awww Challenge,349337,2930,258,0,270
BGL,Funniest Babies of August 2018 | Try Not To Laugh Challenge,279829,1844,134,0,94
BGL,100 Funny Baby Videos | Best of August 2018,519122,2880,340,0,128
BGL,The Funniest Picky Eaters! | Adorable Baby Compilation,50968,279,44,0,32
BGL,Most Adorable Beach Babies | August 2018,6522519,27003,3794,0,1166
BGL,Hilarious Copycat Babies! | Toddlers Impersonate Their Parents,210076,1696,84,0,102
BGL,Funniest Baby Arguments | Baby Compilation August 2018,208078,1337,121,0,52
BGL,Most Amazing Baby First Words | Cute Baby Compilation,75274,521,82,0,39
BGL,100 Funny Baby Videos | Hilarious Babies Compilation,10070204,60199,6207,0,2153
BGL,Summer Beach Babies! | Cute Baby Compilation,21178,142,25,0,26
BGL,The Funniest Pool Babies of Summer! | Funny Baby Compilation,240789,1065,127,0,46
BGL,Baby Brothers and Sisters 2 | Cute Babies Compilation,849429,3682,371,0,150
BGL,The Funniest Babies of All Time (Reverse!) | Cute Baby Compilation,15340,62,41,0,15
