name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Swan The Voice - Néo &amp; Swan,MYSTERY BOX CHRISTMAS SWITCH-UP CHALLENGE !!!,356032,9092,1033,0,1312
Swan The Voice - Néo &amp; Swan,CALENDRIER DE L'AVENT GÉANT XXL  - JOUR 1 🎄,506889,13302,916,0,2740
Swan The Voice - Néo &amp; Swan,CHASSE AUX POKÉMON IN REAL LIFE DANS LE JARDIN !,600402,8297,855,0,1066
Swan The Voice - Néo &amp; Swan,CAP OU PAS CAP GOÛTER ! - Les défis de Swan,1102444,18186,1379,0,2488
Swan The Voice - Néo &amp; Swan,PANCAKE ART CHALLENGE 7 !!! - FORTNITE ÉDITION,1465738,24014,2364,0,7992
Swan The Voice - Néo &amp; Swan,ON ADOPTE UN BÉBÉ !,754707,17989,3261,0,17176
Swan The Voice - Néo &amp; Swan,Les Petites Expériences Magiques de Swan et Néo ✨,817256,13015,902,0,1806
Swan The Voice - Néo &amp; Swan,INSTAGRAM CONTRÔLE NOTRE SLIME !,698696,14420,1221,0,2095
Swan The Voice - Néo &amp; Swan,ACTION OU VÉRITÉ ? - COLIS CHALLENGE !,911311,19007,1296,0,3558
Swan The Voice - Néo &amp; Swan,Twin Telepathy Cake Challenge !!! - Swan VS Néo,1002395,18092,2679,0,4087
Swan The Voice - Néo &amp; Swan,On prépare le ROOM TOUR de Swan après déménagement 🏡,567057,11434,559,0,2713
Swan The Voice - Néo &amp; Swan,ON TESTE LES POOPSIE SLIME ! - Crotte de Licorne Surprise,764780,13361,837,0,1982
Swan The Voice - Néo &amp; Swan,"CHASSE AU LIVRE ""LES CHALLENGES DE SWAN & NÉO"" !!! 😱",390102,9017,663,0,1290
Swan The Voice - Néo &amp; Swan,TWIN TELEPATHY SLIME CHALLENGE #2 !!! - La revanche de Néo ?,584638,12395,738,0,1017
Swan The Voice - Néo &amp; Swan,VLOG - Swan & Néo au Championnat du Monde Beyblade Burst à Kidexpo Paris !,422657,7436,668,0,762
Swan The Voice - Néo &amp; Swan,LASER GAME DANS NOTRE APPARTEMENT - Swan VS Néo,1258634,15807,1564,0,1087
Swan The Voice - Néo &amp; Swan,HAMSTER SLIME CHALLENGE !!! - Notre hamster choisit les ingrédients de notre slime :),921096,16653,1051,0,2003
