name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
The Dodo,Very Special Puppy Gets A Sister Who's Just Like Him - POPCORN | The Dodo Adoption Day,199597,12316,73,0,929
The Dodo,Pilots Help Dogs Find Forever Homes  | The Dodo,151397,10080,38,0,684
The Dodo,Dog Decides When His Walk Is Over | The Dodo,62516,4922,22,0,391
The Dodo,Cat Is So Grateful Firefighter Saved His Life | The Dodo,91472,5338,38,0,342
The Dodo,Rescuers Save Sheep Buried In Blizzard | The Dodo,57884,3548,150,0,472
The Dodo,Rescued Baby Squirrel Is Queen Of Her New Home | The Dodo,29850,2961,26,0,192
The Dodo,Family Saves Crab Stuck In Fishing Line | The Dodo,35203,2726,50,0,402
The Dodo,Brave Cat Travels Across The World To Her New Home - BOBBIE | The Dodo,132855,8141,52,0,652
The Dodo,Littlest Kitten Ever Grows Up To Be A Mini Cat | The Dodo Little But Fierce,448046,19026,205,0,1039
The Dodo,Guess The Baby | The Dodo,109467,4620,94,0,582
The Dodo,Woman Gives Up Everything To Save All The Stray Dogs | The Dodo,89680,8471,32,0,959
The Dodo,Woman With 2 Pit Bulls Takes A Chance On A Rescued Wolf Dog | The Dodo,519358,23021,161,0,976
The Dodo,Soldier Saves Puppy Then Realizes He Can't Live Without Her | The Dodo,756397,38330,272,0,1853
The Dodo,Wobbly Husky Won't Let Anything Stop Him - CLYDE | The Dodo,139500,8912,58,0,496
The Dodo,Hairless Dog Found In Desert Makes A Total Transformation | The Dodo,272293,14084,75,0,831
The Dodo,Guy Risks Life To Save Ducks Trapped On A Roof | The Dodo,110716,9486,54,0,827
The Dodo,130-Pound Dog Gets His First Home Ever | The Dodo Adoption Day,2583850,62568,2139,0,5667
The Dodo,Rarely Seen Sea Creature Puffs Up Like A Big Balloon | The Dodo,54296,2916,32,0,181
The Dodo,Couple Becomes First-Time Dog Parents To A Baby Pittie | The Dodo Pittie Nation,174261,7852,100,0,519
The Dodo,Very Smart Doggo Knows How To Entertain Himself | The Dodo,77682,5249,14,0,397
The Dodo,Littlest Baby Animal Grows Up To Be SO Cute | The Dodo Little But Fierce,310788,13259,218,0,739
The Dodo,This Couple Can't Stop Adopting Ferrets | The Dodo,270147,11693,96,0,748
The Dodo,Duck Can't Stand It When Her Babies Get Stuck In A Pool | The Dodo,257745,11823,113,0,714
The Dodo,Bruno The Cat Visits The Dodo | The Dodo LIVE,54143,2430,36,0,244
The Dodo,Kitten Gets His Head Stuck In A Toilet | The Dodo,119831,5117,89,0,673
The Dodo,Puppy Who's Been Through So Much Loves Her New Family  | The Dodo Adoption Day,215493,9828,113,0,762
The Dodo,Cat Has The Smartest Way Of Getting Back Home | The Dodo,79068,5787,34,0,404
The Dodo,Mother Pit Bull Saved From 'Dead Dog Beach' | The Dodo Pittie Nation,298697,11470,89,0,535
The Dodo,This Dog Loves Making His Favorite Boy Happy  | The Dodo,183195,8051,81,0,435
The Dodo,Dog Who Spent 7 Years In The Shelter Is SO Happy To Have A Family | The Dodo Faith = Restored,342887,21055,95,0,1610
The Dodo,Senior Dog's Family Treasures Every Single Day With Him | The Dodo Pittie Nation,94975,6251,33,0,406
The Dodo,Horse Finally Finds A Home After Waiting For Over 5 Years | The Dodo,93866,5061,79,0,446
The Dodo,Bald Dog Pulled From Shelter Turns Into The Happiest Little Girl | The Dodo,229228,11324,69,0,584
The Dodo,Dog Is SO Protective Of His Baby Cow Brother | The Dodo Odd Couples,283072,12926,109,0,800
The Dodo,Teeny Tiny 'Imperfect' Puppy Is 100% Perfection | The Dodo Little But Fierce,295083,12637,108,0,678
The Dodo,Little Pittie With Rare Disease Finds The Best Family  | The Dodo,118578,6062,37,0,310
The Dodo,Duck Follows His Dog Best Friend Everywhere | The Dodo Odd Couples,169465,6871,64,0,357
The Dodo,Aggressive Cat Shocks Mom By Becoming A Snugglebug - BARBARA | The Dodo,1728749,44535,1114,0,2573
The Dodo,The Scary Truth About Elephant Rides  | The Dodo,39058,2993,53,0,568
The Dodo,Dog Helps His Dad Feel At Home Through His Transition | The Dodo Soulmates,88769,5087,467,0,1109
The Dodo,Dog Helps His Mom Live The Life She Never Thought She Would | The Dodo Soulmates,108805,5710,43,0,320
The Dodo,Woman Saves Parrot No One Would Take A Chance On | The Dodo,93316,5350,39,0,433
The Dodo,Dog's Hair Transformation Is Surreal - BENJI  | The Dodo,92845,5923,28,0,484
The Dodo,Dog Is So Excited To Get Her Own TV | The Dodo,265347,11750,180,0,762
The Dodo,Bulldog Is Not So Much Into Working Out  | The Dodo,118293,5527,91,0,441
The Dodo,Blind Mini Cat Gives Her Mom Kisses - MILI | The Dodo,618255,34752,394,0,2066
The Dodo,People Determined to Save Dog Trapped in Pipe | The Dodo,85143,4978,27,0,321
The Dodo,This Stray Pittie Just Made The Most Amazing Transformation | The Dodo,548284,22441,226,0,1389
The Dodo,Baby Goat Is Pretty Sure He's A Dog | The Dodo Little But Fierce,888819,30688,435,0,1548
The Dodo,This Dog Has A Life-Saving Talent | The Dodo,280704,11993,103,0,545
