name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Priscila Simões,ROTINA NOTURNA COM BEBÊ EM CASA | Priscila Simões,107371,18448,147,0,593
Priscila Simões,TERCEIRO MESVERSÁRIO DA LARI + VACINA + LONGAS MADRUGADAS | Priscila Simões,97540,16763,99,0,708
Priscila Simões,FIZ UMA MAQUIAGEM SÓ COM NOVIDADES BARATINHAS | Priscila Simões,63451,13898,104,0,233
Priscila Simões,JAMAIS FAÇA ISSO COM SEU BEBÊ! - Mimado demais?! | Priscila Simões,95101,17272,315,0,1083
Priscila Simões,TESTANDO NOVIDADES DA RUBY ROSE - Nunca brilhei tanto na vida!!! | Priscila Simões,86261,17497,89,0,359
Priscila Simões,"CORPO PÓS PARTO, SEGUNDO FILHO, VIDA DE MÃE E MAIS! | Priscila Simões",120497,22628,225,0,476
Priscila Simões,MESVERSÁRIO DE 2 MESES DA LARI | Priscila Simões,89048,18382,75,0,496
Priscila Simões,"TIVE DEPRESSÃO PÓS PARTO - Como descobri, tratamento e mais! | Priscila Simões",204497,31293,240,0,625
Priscila Simões,ROTINA DA MANHÃ COM BEBÊ EM CASA | Priscila Simões,167054,26703,169,0,551
Priscila Simões,VIRGINDADE - O QUE ACONTECE DEPOIS QUE VOCÊ PERDE A SUA! 😱 | Priscila Simões,130894,27185,126,0,758
Priscila Simões,LEVAMOS A BEBÊ PARA VACINAR | Priscila Simões,110361,18445,144,0,533
Priscila Simões,QUAL É A COR DOS OLHOS DA LARI? | Priscila Simões,204226,28786,253,0,1025
Priscila Simões,RESENHA DE UMA BASE FAMOSA QUE NÃO GOSTOU DO MEU NARIZ! | #MinhaOprinião,57297,12208,64,0,314
Priscila Simões,TOUR PELA COZINHA | Priscila Simões,66149,11702,123,0,281
Priscila Simões,PROBLEMAS COM A BEBÊ | Priscila Simões,295763,54515,372,0,1016
Priscila Simões,PRIMEIRO MESVERSÁRIO DA BEBÊ| Priscila Simões,165098,26565,175,0,553
Priscila Simões,TOUR PELO QUARTO DA BEBÊ | Priscila Simões,153454,28990,209,0,595
Priscila Simões,FIZ UMA TATUAGEM PARA A BEBÊ | Priscila Simões,253641,41229,268,0,822
Priscila Simões,TOP 5 PRODUTOS DA AVON QUE VOCÊ PRECISA TESTAR | Priscila Simões,57237,13614,61,0,493
Priscila Simões,PORQUE NÃO CONSEGUI AMAMENTAR MINHA FILHA | Priscila Simões,502379,82816,492,0,2355
Priscila Simões,"TESTANDO MAQUIAGENS DA JEQUITI, será que dessa vez eu gostei? | #MakeDaPexinxa",80607,18152,102,0,795
Priscila Simões,NOSSA NOVA ROTINA (sem rotina) COM A BEBÊ | Priscila Simões,237086,38738,214,0,1866
Priscila Simões,"PRIMEIROS DIAS DA BEBÊ EM CASA - Pediatra, ensaio newborn e muita correria | Priscila Simões",336215,47892,270,0,1210
Priscila Simões,DIAS NA MATERNIDADE COM A BEBÊ | Priscila Simões,410967,59441,247,0,1605
Priscila Simões,MEU PARTO NORMAL HUMANIZADO - Vlog sem cortes!!! | Priscila Simões,1424911,134241,1074,0,7206
Priscila Simões,"MEU ÚLTIMO DIA GRÁVIDA - Contrações, dores e alguns acontecimentos estranhos | Priscila Simões",616180,63594,496,0,782
Priscila Simões,O PARTO DA LARISSA | Priscila Simões,482606,93400,295,0,6194
Priscila Simões,TESTEI A NOVA PALETA DA RUBY ROSE - Fui sincera!!! | Priscila Simões,96452,19570,83,0,886
Priscila Simões,DIÁRIO DO OITAVO MÊS DE GRAVIDEZ - Será que teremos o próximo? | Priscila Simões,97080,18975,85,0,811
Priscila Simões,ÚLTIMOS PREPARATIVOS PARA O QUARTO DA BEBÊ - Decorando!!! | Priscila Simões,172053,32178,181,0,1230
Priscila Simões,MALA DE MATERNIDADE DA MAMÃE - O que eu vou levar para o hospital? | Priscila Simões,131757,32568,133,0,1111
Priscila Simões,MEGA RECEBIDOS DA BEBÊ #3 🔥 Explosão de fofura!!! | Priscila Simões,130400,24157,144,0,563
Priscila Simões,DOR NA PEPEK@ NA RETA FINAL DA GRAVIDEZ | Priscila Simões,219030,38304,234,0,992
Priscila Simões,"MALA DE MATERNIDADE DA BEBÊ - Roupinhas, acessórios e muito mais! | Priscila Simões",150344,28012,156,0,844
Priscila Simões,UM TUTORIAL DE MAQUIAGEM DIFERENTE - MISTUREI TUDO! 😂 | Priscila Simões,47943,11869,64,0,385
Priscila Simões,COISAS ENGRAÇADAS QUE TODA GRÁVIDA FAZ 😳 | Priscila Simões,101343,24542,201,0,649
Priscila Simões,A MAQUIAGEM E O CABELO DO MEU CASAMENTO | Priscila Simões,116919,21764,112,0,647
Priscila Simões,TESTEI UMA MAQUIAGEM DA CHINA E NÃO ACREDITEI NO RESULTADO 😱 | #MakeDaPexinxa Focallure,347162,49287,526,0,1266
Priscila Simões,ENTREI EM DESESPERO: SEREI UMA BOA MÃE??? - SÉTIMO MÊS DE GRAVIDEZ | #DiárioDeGravidez,74215,15024,88,0,601
