name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Nisha Madhulika,Atta Dry Fruits Laddu | सर्दियों के लिये पंजाबी पिन्नी लड्डू ।  Winter Special Punjabi Pinni,651962,10342,672,0,2148
Nisha Madhulika,Makka Paratha Recipe | सर्दियों का खास मक्के के लच्छा परांठा । Maize Flour Parantha,102867,2941,121,0,1137
Nisha Madhulika,सिंघाड़े की मसालेदार सब्जी ।  Singada ki sabji | Paniphal ki Curry Recipe,151617,2639,203,0,1054
Nisha Madhulika,Homemade Sugarcane Vinegar & White Vinegar |  घर में आर्गेनिक सिरका कैसे बनायें,56821,1740,85,0,622
Nisha Madhulika,Amla ka achar | Amla Pickle Recipe | आंवले का तुरन्त बनने वाला लच्छा अचार,95045,2599,102,0,1059
Nisha Madhulika,"Soyabean kofta curry | सोयाबीन आलू कोफ्ता करी, सर्दियों के लिये खास रेसीपी",289055,5589,306,0,1610
Nisha Madhulika,Cabbage stuffed Paratha | पत्ता गोभी को इस तरह साफ करके परांठा बनाईये,259386,4148,234,0,944
Nisha Madhulika,चॉकलेट वाली स्पेशल नानखताई  कुकर में बनाईये ।  Nan Khatai Recipe with Chocolate,127791,3740,151,0,1269
Nisha Madhulika,सूजी के खस्ता ठेकुआ सांचे और बिना सांचे के बनायें । Khasta Thekua recipe । Khajur Recipe,458757,5571,454,0,1188
Nisha Madhulika,चाकलेट स्वाद वाली एसी बासुंदी जो मिनटों में बन जाय -  Chunkiest Basundi,53155,1362,126,0,664
Nisha Madhulika,बेसन के लड्डू बनाते समय इन 8 बातों का ध्यान रखें । Besan ladoo with Tips and Tricks,1008178,12516,968,0,2433
Nisha Madhulika,काजू कतली खास क्रंची स्वाद वाली - दीपावली के लिए । Kaju Katli Recipe with Good Day Wonderfulls,102427,2076,165,0,767
Nisha Madhulika,"स्पेशल मिठाई मलाई चॉप, दीपावली के लिये खास रेसिपी । Bengali Sweet Malai Chop Recipe",874883,13757,803,0,2422
