name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Mauricio Meirelles,WEBBULLYING HOMENAGEM l ANIVERSÁRIO MAU MEIRELLES,106192,11296,131,0,389
Mauricio Meirelles,WEBBULLYING #223 - O ADVOGADO DO RICK BONADIO ME LIGOU,341409,26427,224,0,466
Mauricio Meirelles,HERMAFRODITAS SÃO REGISTRADOS COM QUAL SEXO NA CERTIDÃO?,99692,10098,138,0,208
Mauricio Meirelles,"WEBBULLYING #222 - ANTONIA FONTENELLE FAZENDO LÉO DIAS BEBER DO PRÓPRIO VENENO (Rio de Janeiro, RJ)",1141106,85432,1098,0,2085
Mauricio Meirelles,COMO FAÇO PRA CHEGAR NA AVENIDA JAIR BOLSONARO?,123930,16108,170,0,221
Mauricio Meirelles,3 MILHÕES DE INSCRITOS l VIDEO EMOCIONAL,46252,7084,58,0,224
Mauricio Meirelles,"ANALISANDO CANDIDATOS l TOTALMENTE DEVANEIO (Sorocaba, SP)",97252,9640,214,0,141
Mauricio Meirelles,WEBBULLYING #221 - THOMAZ COSTA VOLTANDO COM LARISSA MANOELA (São Paulo - SP),2287388,152709,1777,0,2423
Mauricio Meirelles,"T.R.A.U.M.A.S. #85 - VÔMITO CAUSA VÔMITO (Estoril, PT)",149237,14391,132,0,151
Mauricio Meirelles,"WEBBULLYING #220 - ANA HIKARI, A PIOR SÍNDICA DO BRASIL (São Paulo, SP)",324441,23627,377,0,217
Mauricio Meirelles,A COMIDA MAIS BIZARRA QUE EU JA COMI - (TRECHO DVD LIVE AT ACRE),55213,6844,0,0,82
Mauricio Meirelles,"T.R.A.U.M.A.S. #84 - NA POSIÇÃO DE FRANGO ASSADO (São Paulo, SP)",255429,23298,121,0,137
Mauricio Meirelles,"WEBBULLYING #219 - OLÍVIA ORTIZ ESTÁ GRÁVIDA (Porto, Portugal)",239773,16855,160,0,236
Mauricio Meirelles,"SURUBA COMENTA SURUBA DO ""DÓRIA""",175678,14905,201,0,242
Mauricio Meirelles,"T.R.A.U.M.A.S. #83 - ELE FEZ TUDO ERRADO (Lisboa, Portugal)",219655,17657,150,0,198
Mauricio Meirelles,"WEBBULLYING #218 - DORA FIGUEIREDO (São Paulo, SP)",472052,38161,295,0,381
Mauricio Meirelles,"T.R.A.U.M.A.S. #82 - ESPECIAL DICAS DE SEXO C/ DORA FIGUEIREDO (São Paulo, SP)",235386,21892,215,0,250
Mauricio Meirelles,"WEBBULLYING #217 - CINTHIA CRUZ, EX-CHIQUITITAS (São Paulo, SP)",1067075,65040,523,0,569
Mauricio Meirelles,"T.R.A.U.M.A.S. #81 - DEI UMA CABEÇADA NELA (São Carlos, SP)",356638,31582,230,0,332
Mauricio Meirelles,"WEBBULLYING #216 - BECCA PIRES PEDE PERMUTA PRA COCIELO (São Paulo, SP)",674916,43972,443,0,375
Mauricio Meirelles,PERDI MEU TÍTULO DE ELEITOR,349260,37625,449,0,764
Mauricio Meirelles,"T.R.A.U.M.A.S. #80 - “EU TENHO AIDS"" (São Paulo, SP)",395459,29324,385,0,347
Mauricio Meirelles,WEBBULLYING #215 - ACABEI COM O NOIVADO DA VALESKA REIS (São Paulo),240120,17778,169,0,254
Mauricio Meirelles,FALTA 1 SEMANA PRA ELEIÇÃO E A GENTE NÃO AGUENTA MAIS,743890,57102,3050,0,2330
Mauricio Meirelles,"T.R.A.U.M.A.S. #79 - FOI NA BROTHERAGEM, FOI MAL  (Manaus, AM)",424081,33639,179,0,360
Mauricio Meirelles,WEBBULLYING #214 - O DACIOLO FICOU COM ISABELLA SCHERER (São Paulo),482005,29824,238,0,266
Mauricio Meirelles,QUAL CANDIDATO A PRESIDENTE É MAIS MINHA CARA?,558138,47184,1319,0,745
Mauricio Meirelles,"T.R.A.U.M.A.S. #78 - O QUE ACONTECE COM TAUBATÉ? (Taubaté, SP)",346927,30739,264,0,482
Mauricio Meirelles,ELEIÇÕEZINHAS 2018: O BRASIL QUE AS CRIANÇAS QUEREM,81515,10461,125,0,396
Mauricio Meirelles,"T.R.A.U.M.A.S. #77 -  SENTEI NA GARRAFA (Ubatuba, SP)",242008,29114,289,0,282
