name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
عصومي ووليد - Assomi &amp;…,البرجر الذي لا يؤكل بالخلطة السرية ..,277274,15107,586,0,1937
عصومي ووليد - Assomi &amp;…,أسهل طريقة تخلي أخوك يسمع كلامك بسرعة !,222239,11202,392,0,3988
عصومي ووليد - Assomi &amp;…,تحدي جوالك على راسك مع عصومي ووليد | HANDS UP CHALLENGE,199205,13126,370,0,2506
عصومي ووليد - Assomi &amp;…,ما لم تشاهدونه من صور عصومي ووليد !!,243600,14521,482,0,1749
عصومي ووليد - Assomi &amp;…,أصعب تحديات لو خيروك | رحنا فيها !!,526668,25959,1100,0,2416
عصومي ووليد - Assomi &amp;…,فرقة المجانين الفنية في أكبر ملاهي تركيّة !!,349776,12437,471,0,1321
عصومي ووليد - Assomi &amp;…,لأول مرة .. أكلات غير معقولة مع عصومي ووليد !!,1328616,40970,2984,0,2558
عصومي ووليد - Assomi &amp;…,أغاني مستحيل تعرفوها | اختناق وليد !!,353228,16046,613,0,1380
عصومي ووليد - Assomi &amp;…,ردة فعل ماما وبابا على الهدايا الجديدة !!,429898,18036,657,0,1137
عصومي ووليد - Assomi &amp;…,شو هي هدية عصومي ووليد لماما ؟,264189,12547,440,0,1058
عصومي ووليد - Assomi &amp;…,كيف انهارت 1000 كاسة في منزل عصومي ووليد ؟؟!,525220,17252,939,0,1744
عصومي ووليد - Assomi &amp;…,وليد عايش بكتف واحد !! | فقرة أسئلة مع عصومي ووليد,278066,10335,474,0,1172
عصومي ووليد - Assomi &amp;…,شو عنّا يوم السبت ؟!,121735,8487,255,0,1321
عصومي ووليد - Assomi &amp;…,مين الأسرع في لبس ونزع الملابس ؟ - ضحك في ضحك !!,377578,15509,506,0,1330
عصومي ووليد - Assomi &amp;…,تحدي عصومي ووليد بدون عيون !!,541622,25186,997,0,2402
عصومي ووليد - Assomi &amp;…,هل يلبّي عصومي طلب ماما ؟,312471,12850,548,0,1470
عصومي ووليد - Assomi &amp;…,أين اخفتى خروف العيد من عصومي ووليد ؟!,1416348,36587,2234,0,2674
عصومي ووليد - Assomi &amp;…,مخاطرة عصومي ووليد من ارتفاع 1700 متر !!,437337,15166,672,0,1499
عصومي ووليد - Assomi &amp;…,صدمة جوان وليليان في صالون عصومي ووليد !!,2320558,57098,4139,0,20843
عصومي ووليد - Assomi &amp;…,هجوم غير متوقع على عصومي ووليد !!,360965,15224,737,0,1621
عصومي ووليد - Assomi &amp;…,إغماء جماعي في الطريق إلى فتحية !!,484745,18276,936,0,2464
عصومي ووليد - Assomi &amp;…,وجدنا صديقنا الضائع في طريقنا إلى أنطاليا !!,1412673,30234,1903,0,2930
عصومي ووليد - Assomi &amp;…,المرأة التي أنقذتنا عند الوصول,782500,27316,1420,0,3639
عصومي ووليد - Assomi &amp;…,إنجاز المستحيلات في نصف دقيقة,799840,36712,1364,0,4782
عصومي ووليد - Assomi &amp;…,ضحك لا ينتهي مع بابا في المسبح,4738927,97198,11379,0,8011
عصومي ووليد - Assomi &amp;…,لقاء ساخن في الملعب الصابوني بين عصومي ووليد !!,1836297,37119,2901,0,2881
عصومي ووليد - Assomi &amp;…,الطعام الذي عجز عن صنعه أمهر الطباخين !!,1914956,50864,4484,0,5100
عصومي ووليد - Assomi &amp;…,أطيب إفطار في الشارع | كيف كان الشعور ؟,774765,26921,1027,0,2450
عصومي ووليد - Assomi &amp;…,تحدي السماعة 2 | مو معقول الي صار !!,693588,23444,1173,0,2878
عصومي ووليد - Assomi &amp;…,تحطم أسنان وليد في ذكرى ميلاد جنى !!,951301,23924,1424,0,3038
عصومي ووليد - Assomi &amp;…,وليد ينتقم من عصومي في عقاب الغسيل !!,1701831,34440,2654,0,5790
عصومي ووليد - Assomi &amp;…,هل ندمنا على تغيير البيت ؟؟,1338633,37238,1743,0,3544
عصومي ووليد - Assomi &amp;…,غرق عصومي ووليد خلال صيد التفاح,3412300,62526,4722,0,15021
عصومي ووليد - Assomi &amp;…,ليش انتقلنا على البيت اللي عالبحر؟!,2975393,65333,5328,0,5291
عصومي ووليد - Assomi &amp;…,أجواء مؤثرة ومشوقة من رحلة عمرة المقاديد | طيور الجنة,3742579,76783,5410,0,6620
عصومي ووليد - Assomi &amp;…,أقوى تحدي بولينج بين المقاديد,3013068,41583,4011,0,2325
عصومي ووليد - Assomi &amp;…,عصير مستحيل أحد يشربه !!,2094977,88674,4342,0,4240
عصومي ووليد - Assomi &amp;…,بكاء إياد المؤثر في رحلة الشاليه !!,1628960,34051,2064,0,2291
