name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Rotana,Saad Ramadan … Shou Mahssoudin - Lyrics Video | سعد رمضان … شو محسودين - بالكلمات,1742977,34820,942,0,1982
Rotana,Fadl Shaker ... Wadatak | فضل شاكر ... ودعتك,33997,959,45,0,146
Rotana,Fadl Shaker ... Qalbi Ayish | فضل شاكر ... قلبي عايش,79897,2536,63,0,190
Rotana,Fadl Shaker ... Lahzat Loaa | فضل شاكر ... لحظة لقى,17633,406,21,0,38
Rotana,Fadl Shaker ... Kount Mfakar | فضل شاكر ... كنت مفكر,16076,484,15,0,45
Rotana,Fadl Shaker ... Ghaeb Any Laeh | فضل شاكر ... غايب عني ليه,53486,1460,32,0,150
Rotana,Fadl Shaker ... Ensa Elle Rah | فضل شاكر ... انسي اللي راح,10090,358,20,0,57
Rotana,Fadl Shaker ... Embareh Be Ellayail | فضل شاكر ... امبارح باليل,14659,489,18,0,62
Rotana,Fadl Shaker ... Elle Enta Shaefou | فضل شاكر ... اللي انت شايفه,18575,798,23,0,130
Rotana,Fadl Shaker ... Bousne We Salehne | فضل شاكر ... بوسني و صالحني,13312,586,27,0,138
Rotana,Fadl Shaker ... Ana Bahebak | فضل شاكر ... انا بحبك,44202,1992,75,0,263
Rotana,Fadl Shaker ... Allah Aalam | فضل شاكر ... الله اعلم,16559,449,12,0,36
Rotana,Fadl Shaker & Yara ... Akhedni Maak | فضل شاكر & يارا ... اخدني معك,5796,232,5,0,17
Rotana,Majid Al Mohandis ... Entebeh - Lyrics Video | ماجد المهندس ... انتبه - بالكلمات,4648536,41803,3963,0,3398
Rotana,Waleed Al Shami ... Al Leil Wa Hmoumah - Lyrics Video | وليد الشامي ... الليل و همومه - بالكلمات,261182,8462,298,0,741
Rotana,Mohammad Bo Dallah … Sabrt We Nolt | محمد بو دله … صبرت ونلت - منوعات غنائية من أشعار خالد المريخي,65949,1155,45,0,86
Rotana,Majid Al Muhandis … Elmy Elmak  | ماجد المهندس … علمي علمك - منوعات غنائية من أشعار خالد المريخي,445753,5726,199,0,358
Rotana,Ali Ben Mohammed … Tool El Amal | علي بن محمد … طول الامل - منوعات غنائية من أشعار خالد المريخي,116756,1611,80,0,147
Rotana,Badee Mesut … Elly Ma Yashtri | بديع مسعود … اللي ما يشتري - منوعات غنائية من أشعار خالد المريخي,72761,1241,60,0,201
Rotana,Ibrahem Elhakami | ابراهيم الحكمي .. من هو سمح لك - منوعات غنائية من أشعار خالد المريخي,158597,2473,99,0,131
Rotana,Mamdouh Saif ... The Invitation - Video Clip | ممدوح سيف - فيديو كليب,29478,802,116,0,152
Rotana,Waleed Al Shami ... Shabab Shyab - Video Clip  | وليد الشامي ... شباب شياب - من فيلم شباب شياب,78731,2097,154,0,255
Rotana,Mohammad Al Meshaal … Allah Yesmhak - With Lyrics | محمد المشعل … الله يسامحك - بالكلمات,34246,833,104,0,148
Rotana,Shatha Hassoun … Ahsak Omy - Lyrics Video | شذى حسون … أحسك أمي - بالكلمات,326906,6928,905,0,1107
