name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Brian Barczyk,20 FOOT SNAKE (LUCY) BITE!! SCARY!! | BRIAN BARCZYK,116652,6704,166,0,1089
Brian Barczyk,NEW RARE MONKEY LIZARD FOR THE REPTILE ZOO | BRIAN BARCZYK,86191,5508,48,0,1925
Brian Barczyk,LETS TALK ABOUT MY PET ANACONDA AND PET ALLIGATOR!! | BRIAN BARCZYK,101281,5784,48,0,927
Brian Barczyk,HUGE SNAKE MISTAKES HAND AS FOOD!! OUCH!! | BRIAN BARCZYK,126122,6995,56,0,1103
Brian Barczyk,IS THIS THE MEANEST SNAKE I HAVE EVER SENT SOMEONE?? | BRIAN BARCZYK,114172,6109,44,0,1547
Brian Barczyk,SWIMMING WITH MY 20 FOOT SNAKE AND HUGE LIZARD!!! | BRIAN BARCZYK,114129,6481,74,0,1274
Brian Barczyk,I HAVE NEVER DONE THIS!!! EVER!!!! | BRIAN BARCZYK,92252,6201,41,0,2049
Brian Barczyk,ADDED ANOTHER DREAM SNAKE!! BABY GIANT WHITE PYTHON!! | BRIAN BARCZYK,106020,6295,42,0,843
Brian Barczyk,ANOTHER SUPER ORANGE DRAGON FOR THE REPTILE ZOO!!! | BRIAN BARCZYK,106457,6338,60,0,1130
Brian Barczyk,FED MY GIANT SNAKE A 25 POUND TURKEY FOR THANKSGIVING!!! | BRIAN BARCZYK,1188781,22855,1233,0,2515
Brian Barczyk,KIDS REACT TO GIANT REPTILES!!! HUGE SNAKES AND BIG ALLIGATOR!!! | BRIAN BARCZYK,67186,4298,33,0,518
Brian Barczyk,DID I REALLY GET A PET TURKEY FOR THE REPTILE ZOO?? | BRIAN BARCZYK,118555,6440,53,0,2564
Brian Barczyk,CUTTING LAST SNAKE EGGS FOR THE YEAR!!! BIG SURPRISE!! | BRIAN BARCZYK,124059,6251,68,0,746
Brian Barczyk,TRAGIC TARANTULA SHIPMENT!! THEY ARRIVED DEAD!! | BRIAN BARCZYK,137137,6856,92,0,1239
Brian Barczyk,YES!! TWO HEADED SNAKE EATS FOR THE FIRST TIME AT MY REPTILE ZOO!! | BRIAN BARCZYK,116574,6039,48,0,810
Brian Barczyk,MANY SNAKE BITES WHILE UNBOXING AWESOME REPTILES!!! | BRIAN BARCZYK,134217,6934,56,0,1152
Brian Barczyk,"SPENDING $70,000 on THREE REPTILES!! WHY?? | BRIAN BARCZYK",150276,7111,103,0,1421
Brian Barczyk,FOUND A 50 FOOT SNAKE!! LARGEST IN THE WORLD!! | BRIAN BARCZYK,290697,9178,725,0,1583
Brian Barczyk,I GOT AN ALBINO ALLIGATOR!!! | BRIAN BARCZYK,596396,17337,274,0,5387
Brian Barczyk,TWO HEADED SNAKES FIRST APPEARANCE AT REPTILE ZOO!!  | BRIAN BARCZYK,83616,5638,51,0,821
Brian Barczyk,LARGEST REPTILE COLLECTION IN THE WORLD!! THOUSANDS OF SNAKES AND LIZARDS!!! | BRIAN BARCZYK,100677,6639,146,0,988
Brian Barczyk,2 HEADED SNAKE!! I FINALLY GOT AN ADULT FOR THE REPTILE ZOO!!! | BRIAN BARCZYK,138884,7958,142,0,1697
Brian Barczyk,ASSIST FEEDING MY RARE BLACK DRAGON LIZARD TO SAVE ITS LIFE!! | BRIAN BARCZYK,130484,6465,61,0,1058
