name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Nat Geo WILD,Safari Live - Day 268 | Nat Geo Wild,6918,150,6,0,6
Nat Geo WILD,Unusual Octopus and Pufferfish Interaction - Rare Footage | Nat Geo Wild,32064,561,37,0,72
Nat Geo WILD,Safari Live - Day 267 | Nat Geo Wild,4606,131,9,0,2
Nat Geo WILD,Safari Live - Day 266 | Nat Geo Wild,5042,177,3,0,6
Nat Geo WILD,Safari Live - Day 264 | Nat Geo Wild,5738,128,2,0,1
Nat Geo WILD,Lion Family Tries to Cross River | Birth of a Pride,9430,445,7,0,36
Nat Geo WILD,Which Animals Have Tusks? | Animal Autofill,14940,443,11,0,27
Nat Geo WILD,Big Cats Share a Meal | Jaguar Beach Battle,12545,452,24,0,66
Nat Geo WILD,Why These Birds Hide Their Sexual Trysts | Nat Geo Wild,8541,330,14,0,35
Nat Geo WILD,A Mass Synchronized Nesting Event | Jaguar Beach Battle,5836,297,5,0,25
Nat Geo WILD,Safari Live - Day 263 | Nat Geo Wild,5152,159,4,0,6
Nat Geo WILD,Which Animals Beat the Heat? | Animal Autofill,14511,308,19,0,21
Nat Geo WILD,Jaguars Gorge on Sea Turtles | Untamed,9909,465,22,0,50
Nat Geo WILD,Safari Live - Day 262 | Nat Geo Wild,6062,146,5,0,5
Nat Geo WILD,Safari Live - Day 260 | Nat Geo Wild,5584,139,2,0,3
Nat Geo WILD,"Owlet Gets Help From Dr. Oakley | Dr. Oakley, Yukon Vet",9225,446,4,0,25
Nat Geo WILD,Safari Live - Day 259 | Nat Geo Wild,5587,160,5,0,0
Nat Geo WILD,Which Animals Hibernate? | Animal Autofill,14093,381,8,0,17
Nat Geo WILD,Safari Live - Day 258 | Nat Geo WILD,6783,129,6,0,3
Nat Geo WILD,Safari Live - Day 256 | Nat Geo Wild,5229,120,10,0,2
Nat Geo WILD,Hyena and Leopard Share a Meal—Before a Surprise Upsets Truce | Nat Geo Wild,379215,5194,300,0,746
Nat Geo WILD,Safari Live - Day 255 | Nat Geo Wild,6552,155,7,0,4
Nat Geo WILD,Safari Live - Day 254 | Nat Geo Wild,7736,176,10,0,7
Nat Geo WILD,Which Animals Carry Their Babies? | Animal Autofill,12227,282,8,0,21
Nat Geo WILD,Safari Live - Day 252 | Nat Geo Wild,6352,143,7,0,4
Nat Geo WILD,"1,000 'Octo-Moms' in World's Largest Octopus Garden | Nat Geo Wild",29473,834,15,0,44
Nat Geo WILD,Safari Live - Day 251 | Nat Geo Wild,4698,123,6,0,7
Nat Geo WILD,Safari Live - Day 250 | Nat Geo Wild,4672,112,9,0,6
Nat Geo WILD,Safari Live - Day 248 | Nat Geo Wild,5338,110,3,0,8
Nat Geo WILD,Safari Live - Day 247 | Nat Geo WILD,4911,150,3,0,4
Nat Geo WILD,Which Animals Have Night Vision? | Animal Autofill,20484,416,18,0,24
Nat Geo WILD,Which Animals Are the Loudest? | Animal Autofill,39781,851,23,0,88
Nat Geo WILD,Safari Live - Day 245 | Nat Geo WILD,6583,135,7,0,13
Nat Geo WILD,Camouflaged Slug Eats Sea Grapes | Nat Geo Wild,13591,435,7,0,51
Nat Geo WILD,Safari Live - Day 244 | Nat Geo WILD,5592,149,10,0,5
Nat Geo WILD,Pregnant Devil Ray: Rare Look | Zeb's Big Fish,15456,473,39,0,42
Nat Geo WILD,Cobra Tug Of War | Snake City,29541,312,16,0,17
Nat Geo WILD,Safari Live - Day 243 | Nat Geo Wild,7662,181,4,0,5
Nat Geo WILD,"Manatees Are the ""Sea Cows"" of the Coasts | Nat Geo Wild",11442,515,5,0,26
Nat Geo WILD,Flatfish 'Walks' Using Finger-Like Fins | Nat Geo Wild,26921,850,12,0,61
Nat Geo WILD,Mamba Madness | Snake City,25190,443,12,0,44
Nat Geo WILD,Safari Live - Day 241 | Nat Geo Wild,7219,139,6,0,3
Nat Geo WILD,See What Happens After a Mass Whale Stranding | Nat Geo Wild,34585,738,42,0,63
Nat Geo WILD,Safari Live - Day 240 | Nat Geo Wild,5373,141,7,0,4
Nat Geo WILD,A Beakless Bird Needs Help | Dr. K’s Exotic Animal ER,6364,65,4,0,19
Nat Geo WILD,Why Moths are Obsessed with Lamps | Nat Geo Wild,23464,1085,22,0,182
Nat Geo WILD,Safari Live - Day 239 | Nat Geo Wild,13279,233,11,0,15
Nat Geo WILD,Safari Live - Day 237 | Nat Geo Wild,13124,177,6,0,3
Nat Geo WILD,Jellyfish 101 | Nat Geo Wild,70147,1035,25,0,76
Nat Geo WILD,Safari Live - Day 236 | Nat Geo Wild,7615,181,5,0,5
