name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Taciele Alcolea,RECEBIDÃO DO MÊS (E muita make das blogueiras),95423,16298,85,0,443
Taciele Alcolea,Mudei Meu Cabelo!,391124,57171,520,0,2069
Taciele Alcolea,6º MESVERSÁRIO DA ALICIA,587050,72134,330,0,1581
Taciele Alcolea,13 SONHOS DOS 13 ANOS JUNTOS,256418,36885,361,0,1046
Taciele Alcolea,COMPRINHAS PARA A ALICIA,311382,42331,266,0,968
Taciele Alcolea,MINHA CASA FOI INVADIDA POR BEBÊS !,533978,69829,319,0,1238
Taciele Alcolea,DEMAQUILA E FALA,143153,22094,227,0,662
Taciele Alcolea,RESPONDENDO AS AMIGAS YOUTUBERS - Pt.02,196826,31483,141,0,838
Taciele Alcolea,5 PASSOS PARA PROTEGER O SEU BEBÊ,76892,11775,109,0,348
Taciele Alcolea,RESPONDENDO AS AMIGAS YOUTUBERS - PT.01,317471,43827,226,0,931
Taciele Alcolea,5º MESVERSÁRIO DA ALICIA,709986,86371,526,0,2284
Taciele Alcolea,RECEBIDÃO DO MÊS,522204,55076,455,0,1280
Taciele Alcolea,BATE-PAPO SOBRE MATERNIDADE COM IVETE SANGALO,398018,48084,330,0,727
Taciele Alcolea,AUTOESTIMA PÓS-PARTO,299649,40935,364,0,999
Taciele Alcolea,ALICIA NA DISNEY PELA PRIMEIRA VEZ,382592,47557,301,0,991
Taciele Alcolea,VIAGEM DE TREM ATÉ PARIS,186413,26056,129,0,579
Taciele Alcolea,MEU LUGAR PREFERIDO NO MUNDO / CHOREI !,387350,44526,340,0,658
Taciele Alcolea,À PROCURA DO WI-FI,207251,30116,238,0,518
Taciele Alcolea,CAUSANDO EM LONDRES,336947,42509,268,0,654
Taciele Alcolea,ROTINA PÓS VIAGEM,496674,63480,570,0,895
Taciele Alcolea,WEBSÉRIE - EPISÓDIO FINAL - REALIZEI MEU MAIOR SONHO - #TACIACREDITA,291791,37817,269,0,906
Taciele Alcolea,ALICIA EM LONDRES,564282,64284,388,0,1290
Taciele Alcolea,TURISTANDO EM LONDRES,535856,68049,324,0,986
Taciele Alcolea,WEBSÉRIE - EPISÓDIO 3 - PORQUE MUDEI PRA SÃO PAULO - #TACIACREDITA,316867,38438,345,0,836
Taciele Alcolea,A PRIMEIRA VIAGEM INTERNACIONAL DA ALICIA,902800,107425,628,0,1991
Taciele Alcolea,4º MESVERSÁRIO DA ALICIA,881578,95620,646,0,2684
Taciele Alcolea,WEBSÉRIE - EPISÓDIO 2 - O COMEÇO DO CANAL - #TACIACREDITA,184779,26028,203,0,794
Taciele Alcolea,MINHA ENCOMENDA CHEGOU !,647677,76517,634,0,1275
Taciele Alcolea,O QUE EU ESTOU ASSISTINDO,231017,31566,556,0,2058
Taciele Alcolea,VLOG VIAGEM - PRAIA,1051123,104359,821,0,1936
Taciele Alcolea,NA ESTRADA COM A ALICIA,1377566,108887,1092,0,2375
Taciele Alcolea,MÃE vs VÓ,650287,80334,625,0,1835
Taciele Alcolea,OS ITENS QUE MAIS USEI DEPOIS DO NASCIMENTO DA ALICIA,480313,58863,570,0,1583
Taciele Alcolea,PRIMEIRA VIAGEM DE AVIÃO COM BEBÊ,1207969,125995,745,0,2597
Taciele Alcolea,WEBSÉRIE - EPISÓDIO 1 - #TACIACREDITA,297403,39846,447,0,944
Taciele Alcolea,LOUCURA PRÉ-VIAGEM,899462,107998,667,0,1900
Taciele Alcolea,3º MESVERSÁRIO DA ALICIA,1124440,121491,842,0,3166
Taciele Alcolea,DÚVIDA REAIS SOBRE GRAVIDEZ E MATERNIDADE - com KAROL PINHEIRO - PARTE 2,421558,63626,314,0,2484
Taciele Alcolea,DÚVIDA REAIS SOBRE GRAVIDEZ E MATERNIDADE - com KAROL PINHEIRO - PARTE 1,481899,65571,479,0,2344
Taciele Alcolea,FURACÃO EM CASA !,601464,79609,520,0,1714
Taciele Alcolea,FOMOS NO SHOW COM A ALICIA,1874566,161080,1307,0,3445
Taciele Alcolea,UM DOMINGO COMIGO,997023,102037,843,0,3046
Taciele Alcolea,TOUR PELO ESCRITÓRIO,506636,71581,535,0,1248
Taciele Alcolea,ARRAIÁ SURPRESA PARA O FER,863786,111401,896,0,2269
Taciele Alcolea,2º MESVERSÁRIO DA ALICIA,1436539,158248,1220,0,4325
Taciele Alcolea,DESABAFO DE MANHA - TACIELE ALCOLEA,607482,94031,762,0,5265
Taciele Alcolea,VOLTANDO À ROTINA - COM A ALICIA,833950,100443,789,0,1762
Taciele Alcolea,A VOLTA DOS RECEBIDOS,833622,87348,787,0,2197
Taciele Alcolea,1º MESVERSÁRIO DA ALICIA,1526604,190999,1288,0,5833
Taciele Alcolea,TOP 5 PRODUTOS NO PRIMEIRO MÊS!,339817,43478,829,0,1025
