name,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
Que diabos?,ESTOU NAMORANDO UM AMERICANO? | Que diabos?,806224,162402,563,0,14259
Que diabos?,EXPERIMENTANDO AS MÁSCARAS MAIS BIZARRAS - HALLOWEEN | Que diabos?,756749,68251,652,0,3328
Que diabos?,AS FOTOS MAIS SEM SENTIDO DA INTERNET | Que diabos?,243297,42117,288,0,2422
Que diabos?,REALIZANDO DESEJO DOS FÃS 3 | Que diabos?,938511,142510,674,0,8921
Que diabos?,AS CRIANÇAS MAIS ESTRANHAS DO MUNDO | Que diabos?,261537,44617,297,0,2461
Que diabos?,CONVERSANDO COM ESTRANHOS NA WEBCAM | Que diabos?,646919,107711,383,0,7873
Que diabos?,TOUR PELO MEU APARTAMENTO | Que diabos?,367274,69617,194,0,4819
Que diabos?,AS COISAS MAIS ABSURDAS QUE ME PEDEM | Que diabos?,522937,86878,507,0,6988
Que diabos?,ME MAQUIANDO COM MATERIAIS ESCOLARES | Que diabos?,580951,69861,468,0,3937
Que diabos?,MEU CELULAR DISSE QUE ME AMA (SIRI ENLOUQUECEU!) | Que diabos?,798151,97623,778,0,6430
Que diabos?,DESAFIO DA MÃOZINHA | Que diabos?,430151,62598,312,0,3468
Que diabos?,DESAFIO IMPOSSÍVEL: MINHA VIDA TODA EM 5 MINUTOS | Que diabos?,457215,68080,396,0,5142
Que diabos?,REALIZANDO DESEJOS DOS FÃS | Que diabos?,1768723,186961,1411,0,13308
Que diabos?,COMPREI MAIS COISAS ESTRANHAS DE 1 DÓLAR | Que diabos?,856835,134835,746,0,15107
Que diabos?,VOCÊ VAI SE ARREPIAR COM ESSE VÍDEO (ASMR) | Que diabos?,422047,56579,535,0,4233
Que diabos?,TESTANDO COISAS ESTRANHAS DE 99 CENTAVOS | Que diabos?,1110934,143280,1449,0,15840
Que diabos?,OS BRINQUEDOS MAIS BIZARROS DO MUNDO 2 | Que diabos?,610204,79255,817,0,4206
Que diabos?,MAQUIAGEM DE NOITE X DE DIA| Que diabos?,660888,71904,942,0,3133
Que diabos?,DE PIJAMA NA RUA DOS ESTADOS UNIDOS | Que diabos?,405544,71697,402,0,4668
Que diabos?,FIZ UMA PIZZA DE ARCO-ÍRIS | Que diabos?,988830,106766,1148,0,5407
Que diabos?,TESTANDO APLICATIVOS DE AMOR | Que diabos? & Vinishow,591815,75896,461,0,9095
Que diabos?,REALIZANDO DESEJOS DE FÃS LOUCOS | Que diabos?,1650396,222127,1124,0,14760
Que diabos?,OS COMENTÁRIOS MAIS BIZARROS DO CANAL 2 | Que diabos?,1360139,157012,1385,0,36968
Que diabos?,TESTES QUE ADIVINHAM A IDADE | Que diabos? feat. Muca,1206575,125319,1138,0,12433
Que diabos?,IMITANDO TUTORIAIS USANDO COLA QUENTE | Que diabos?,1417870,180003,2220,0,6806
Que diabos?,MEU QUARTO NOVO TÁ TUMBLR | Que diabos?,956533,120890,738,0,5111
Que diabos?,OS APLICATIVOS MAIS ESTRESSANTES DO MUNDO | Que diabos?,1091705,105252,1089,0,5593
Que diabos?,ESTRAGUEI O CABELO DA MINHA MÃE PINTANDO DE ROSA | Que diabos?,1092467,116733,732,0,22399
Que diabos?,AS INVENÇÕES MAIS BIZARRAS DA HISTÓRIA | Que diabos?,806746,99035,655,0,4099
Que diabos?,TESTANDO APLICATIVOS QUE MUDAM O ROSTO | Que diabos?,1614557,126036,1251,0,6284
Que diabos?,GANHEI VUDU DE UMA FÃ NA FESTA DE 2 MILHÕES | Que diabos?,1343671,156369,1046,0,8909
Que diabos?,TESTANDO MAIS COISAS BIZARRAS DA CHINA | Que diabos?,1454608,144463,1027,0,5121
Que diabos?,MINHA MÃE ME QUEIMOU NO TINDER 2 | Que diabos?,720050,100627,483,0,6794
Que diabos?,STALKEANDO FAMOSOS DE FORMA PSICOPATA | Que diabos?,775409,105895,514,0,5918
Que diabos?,"""EU NUNCA"" COM VINISHOW | Que diabos?",1246119,148401,729,0,7040
Que diabos?,TESTANDO COISAS DOMÉSTICAS PELA PRIMEIRA VEZ | Que diabos?,1753998,171356,1190,0,6459
Que diabos?,OS COMENTÁRIOS MAIS BIZARROS DO CANAL | Que diabos?,1310776,161438,1060,0,24071
Que diabos?,COISAS TUMBLRS DA CHINA - PINTEI MEU CABELO DE ARCO-ÍRIS | QUE DIABOS?,1988738,195919,1702,0,24600
Que diabos?,OS APLICATIVOS MAIS ESTRANHOS DO MUNDO 2 | Que diabos?,1767307,163335,1479,0,9670
Que diabos?,TESTANDO O APLICATIVO QUE DESCOBRE TUDO | Que diabos?,2242325,212998,1440,0,10172
Que diabos?,AS FOTOS MAIS BIZARRAS DE CRIANÇA | Que diabos?,556558,70817,365,0,4132
Que diabos?,MEU NOVO NAMORADO | Que diabos?,934890,97051,928,0,7199
Que diabos?,TESTANDO COISAS MAIS BIZARRAS DA CHINA 3 | Que diabos?,2318496,260355,2113,0,8020
Que diabos?,SERES HUMANOS COM SUPER-PODERES REAIS | Que diabos?,1181524,94956,751,0,5856
Que diabos?,MINHA MÃE ME QUEIMOU NO TINDER | Que diabos?,1601268,254697,1149,0,8947
Que diabos?,RESPOSTAS DE PROVAS VERGONHOSAS PARTE 2 | Que diabos?,1359896,135896,803,0,14119
Que diabos?,QUE NOTA VOCÊ DÁ PRA ESSA PLAYLIST? | Que diabos?,624052,87466,664,0,8428
Que diabos?,VOCÊ CONSEGUE IDENTIFICAR UM ASSASSINO? | Que diabos?,538007,74479,546,0,4296
Que diabos?,GANHEI UM SUTIÃ USADO DE UMA FÃ | Que diabos?,1371881,134264,873,0,8295
Que diabos?,MINHA MÃE VOLTOU PRO TINDER | Que diabos?,1126810,185301,672,0,5893
